user_id,place_id,category,activity,city,latitude,longitude
20,22,8,2,8,0.03782,114.281963
193,78,1,1,4,-0.592395,116.641473
168,74,17,1,3,2.533766,117.974687
172,100,7,2,2,1.57683,114.782766
60,109,15,1,3,0.437437,116.706527
115,27,11,2,8,1.135585,116.042881
195,92,17,1,4,1.806416,115.050018
71,80,14,2,3,2.388472,117.176762
34,12,4,1,9,1.244979,113.869617
194,97,9,2,1,-0.91335,117.442098
66,57,4,1,8,0.955942,117.97532
38,40,2,1,4,2.543542,117.89718
7,54,13,1,9,2.147148,116.262487
11,91,18,1,1,1.289357,118.965014
178,4,17,1,2,-0.010561,116.774734
32,3,3,1,3,-0.69003,118.35938
249,18,18,2,8,1.100647,116.72292
196,19,8,1,2,2.350114,114.684335
64,101,11,2,9,2.848384,115.606562
92,35,9,2,4,1.963936,116.990268
122,90,5,1,9,2.559031,116.587749
129,73,17,1,2,2.219161,118.822963
92,75,1,2,9,1.798723,117.698476
250,61,16,2,2,0.493265,115.104518
185,40,18,1,9,0.279503,115.837223
28,96,7,2,3,-0.506649,116.811593
117,20,18,2,8,2.376293,118.159624
106,98,13,2,8,1.022697,116.783336
23,60,18,1,1,-1.038332,116.572185
193,24,10,1,9,-0.338861,118.202353
56,103,11,1,9,0.948848,117.986767
136,79,3,1,2,-0.895422,117.632488
62,32,10,1,4,2.109583,117.859233
178,14,5,1,1,3.276575,117.718274
56,89,1,2,9,3.010597,118.098274
17,85,5,1,4,2.667356,118.790813
245,84,15,2,9,2.293061,116.834447
124,83,15,2,4,3.400091,118.868036
122,66,18,1,2,-1.072096,117.762671
28,1,18,1,1,1.039698,114.156955
229,38,2,1,1,-0.336368,118.243752
101,106,17,1,4,1.434653,116.385634
218,2,3,1,3,0.074822,115.582621
237,108,1,1,2,1.186962,115.449871
197,57,15,1,1,2.332403,114.507435
94,15,1,2,4,1.036555,119.060744
4,110,2,1,4,-0.772079,115.543562
245,82,6,2,9,-0.90354,114.44742
188,27,11,1,1,-1.088188,115.666342
163,31,14,2,4,2.144025,115.001318
157,53,12,2,2,-0.1301,115.382262
192,12,16,2,3,-0.649523,118.005146
99,46,15,2,3,-0.110355,117.531285
141,46,15,1,4,1.786298,114.50585
158,3,5,2,9,-0.312268,118.15533
202,68,6,1,8,-0.083401,116.599394
163,19,9,1,2,0.859226,113.85892
180,48,7,2,3,2.510927,117.482047
82,77,2,1,4,3.35729,117.881698
176,104,18,1,9,0.975556,118.839536
75,11,17,2,3,-0.616839,114.770623
120,94,5,2,3,1.146417,118.739336
130,43,13,2,4,0.615009,116.936276
187,18,16,2,8,-0.420103,116.622105
57,117,15,2,9,3.028067,118.974168
177,20,5,2,2,1.906719,116.357177
240,38,13,2,2,3.489551,114.132568
106,104,1,1,4,2.258084,116.662514
83,62,9,2,9,2.130425,115.248331
243,64,13,2,2,1.291034,113.929127
140,75,12,2,3,1.510123,114.010569
246,60,1,1,8,-0.672472,115.188262
222,27,5,1,3,2.046275,118.645678
88,107,12,1,4,1.878926,117.972823
129,2,15,2,4,0.493421,114.438808
110,46,4,2,2,1.473323,114.25394
4,102,8,2,1,2.322474,117.391391
6,31,8,2,8,2.423891,117.313722
67,52,14,1,1,1.626065,117.111218
177,16,11,1,1,3.270459,114.531445
120,115,4,2,8,-0.296612,117.80168
215,20,17,1,1,3.189388,117.919178
152,90,12,2,9,1.768391,114.312178
208,18,11,1,2,1.279517,114.958761
193,48,5,2,1,-1.062901,119.017292
122,2,14,1,3,3.079546,114.583386
187,68,3,2,1,0.055115,115.970326
72,70,2,1,4,0.049825,117.416962
135,95,13,2,1,2.226042,118.79574
25,77,8,2,8,3.204021,114.967415
122,44,14,1,9,0.908091,119.08475
36,15,3,1,3,2.309264,119.190007
9,21,12,1,2,1.292502,118.540756
125,66,3,2,8,2.557043,117.998759
187,52,4,1,9,-0.875645,118.028178
197,88,8,1,9,0.711106,116.52063
24,115,17,1,9,0.979869,118.298458
79,44,14,1,8,-0.153344,116.420476
92,12,5,2,3,-0.834111,115.902844
105,116,3,2,1,-0.462642,117.523951
213,15,4,2,9,1.204564,114.760695
152,40,2,1,3,2.482451,116.347072
97,67,16,2,2,3.061191,114.827782
128,34,18,1,9,3.091219,116.920387
89,50,16,2,9,0.861136,114.582473
197,40,14,2,1,0.915978,114.448493
86,24,5,1,9,3.009164,114.892178
236,77,13,1,4,0.132324,118.523242
175,18,9,2,4,0.831696,114.920869
32,91,5,1,2,1.186772,115.609312
186,39,4,1,8,-0.163125,118.899381
228,39,12,2,8,-0.001363,119.125398
192,13,17,1,9,-0.28056,114.440876
15,106,12,1,8,1.631502,114.813571
184,77,4,2,8,2.262956,114.056342
49,18,2,1,2,1.451848,115.742037
178,22,7,2,2,0.334614,118.959808
230,66,12,1,4,-0.338434,116.459372
228,2,8,1,1,0.944624,118.810772
179,1,7,2,4,1.422539,116.020581
198,107,5,1,4,1.610767,115.838474
43,83,3,2,1,-0.309981,114.781501
171,87,2,2,4,1.410177,117.607706
222,74,2,2,2,-0.945272,117.165033
245,42,14,2,9,-0.560222,117.650767
6,42,5,1,9,2.526234,116.596211
26,16,8,2,4,1.31131,118.178505
119,30,2,1,8,0.891367,117.519486
30,94,2,1,2,-0.385511,117.62814
179,57,3,1,9,-0.872212,114.098386
125,17,1,2,9,0.755865,117.518411
39,62,11,1,4,1.595531,118.393395
186,66,15,2,8,1.030552,117.464804
13,19,9,2,2,-0.776207,117.803097
9,18,12,2,8,3.429862,118.036671
79,35,17,2,9,0.349914,117.803194
249,76,11,1,2,0.816925,114.732632
197,94,14,2,9,2.876038,116.457479
72,47,18,2,4,-0.860161,117.142092
61,29,3,1,2,1.935376,118.578764
76,58,13,1,3,-1.157858,118.275955
184,61,11,1,1,0.145789,115.949461
51,89,15,1,9,-0.651678,118.972971
37,105,14,1,2,2.078193,114.517058
234,80,18,2,4,0.450791,118.400846
200,59,1,1,4,3.037117,116.843759
70,53,4,2,1,1.498898,116.655121
31,82,10,1,8,0.763433,118.619192
58,15,1,2,2,3.235333,115.240201
15,53,11,1,3,-0.931487,116.196554
239,89,17,2,4,-0.348433,114.471524
95,61,6,1,2,2.792688,115.727413
78,61,12,1,2,1.282816,114.408622
183,35,1,1,9,0.569382,115.463905
242,72,5,2,2,0.195782,117.310607
37,33,2,1,8,1.661837,116.251237
250,112,11,1,4,-0.506878,114.131703
64,52,16,2,8,-0.014637,117.483799
38,81,9,1,8,0.057032,119.004236
159,81,3,1,8,-0.706607,116.153314
11,116,13,2,3,2.575606,118.339203
38,115,2,2,8,0.814806,116.911905
198,28,13,1,8,2.370117,115.52326
161,45,17,1,9,0.886892,117.189395
36,19,8,1,4,1.042426,113.922504
69,100,15,2,1,-0.094078,118.990249
96,24,1,2,1,-1.086945,115.636823
165,92,12,1,9,1.185391,114.380531
226,95,2,2,1,-0.78115,117.78848
143,5,2,2,9,1.029573,115.589546
25,13,18,1,2,0.875895,113.956075
207,87,8,1,4,2.427389,118.27614
229,106,6,2,8,2.275998,118.272131
175,51,6,2,3,2.569102,116.996518
56,109,10,1,4,3.396585,118.976042
103,55,6,1,2,-0.123622,116.109476
219,107,6,1,1,2.479495,117.98405
64,47,11,2,3,-0.156334,115.986982
219,75,3,1,8,1.115522,115.822894
132,113,9,1,2,1.284799,114.191909
14,73,14,2,8,1.444657,115.517333
74,65,7,1,8,2.863399,118.32072
83,115,13,2,8,1.124908,118.72003
1,71,14,1,1,1.694849,117.257195
210,77,13,1,1,-0.593106,117.391524
192,1,16,1,4,-0.940093,116.161188
143,17,18,2,2,3.094858,117.012422
46,85,5,2,2,1.531101,115.08322
106,14,8,2,9,3.320635,119.138914
117,97,13,2,8,0.489014,115.243537
95,49,13,1,2,2.509338,115.741361
244,32,1,1,8,-0.285203,117.528777
127,114,7,2,3,0.076832,117.408917
106,59,13,1,1,3.039952,117.88849
98,86,8,2,8,1.247589,117.949426
163,21,11,1,1,0.022769,116.075197
124,43,11,2,9,0.681044,117.196246
205,90,4,2,4,3.168865,117.609846
50,6,9,1,8,-0.926519,118.81144
28,61,3,2,9,-0.026724,114.402646
117,71,16,2,3,0.470747,117.034441
157,90,13,2,8,2.526704,114.568285
173,115,1,2,2,0.453897,118.664423
18,22,13,2,8,-0.567658,115.998672
146,107,18,1,1,2.677035,114.532136
123,92,5,1,4,0.64427,119.083456
144,115,15,1,3,3.276956,114.337956
5,18,8,2,4,1.777425,114.033049
233,38,15,2,9,1.822015,116.554303
18,75,3,1,2,1.260265,116.679408
69,102,8,1,2,0.047441,114.647534
131,79,3,1,3,3.347199,115.953155
112,13,5,1,1,2.067819,113.865408
135,49,6,1,9,0.748956,114.0276
218,76,16,2,3,-0.29977,117.682757
76,32,10,2,2,1.689048,118.905633
191,11,7,1,3,-1.056865,114.199637
224,106,10,2,4,1.408367,118.501783
12,30,17,1,2,2.702414,113.816023
186,56,15,2,8,2.51746,118.746805
144,71,4,1,3,0.657966,115.442462
88,49,14,1,4,1.901199,118.040287
6,116,10,1,2,1.851811,118.934831
67,102,17,2,8,0.636725,117.393809
96,70,1,1,2,0.795194,115.259941
40,14,18,2,8,2.610614,116.89263
121,4,12,2,3,-0.323009,116.138146
60,85,3,2,4,1.671859,114.041986
142,24,15,1,8,0.845363,115.217807
13,114,6,1,4,2.588866,115.469312
186,79,16,1,9,0.838067,117.369974
232,36,12,1,2,3.145871,114.638481
209,41,1,1,4,2.301568,114.986868
111,83,18,1,2,2.206255,115.719167
14,27,7,1,4,0.993606,115.764256
202,62,10,2,9,2.801932,118.807571
115,4,4,2,1,0.068822,114.610341
173,56,17,2,9,-0.447991,118.668196
163,51,18,1,3,-0.796479,116.381209
68,24,17,1,8,0.890815,116.236152
203,7,5,1,1,0.180344,114.856768
112,71,8,1,9,1.390394,114.576088
22,99,16,1,4,0.384835,118.28229
171,36,5,2,1,-0.632065,114.634494
168,97,14,1,3,-0.706079,119.060075
224,100,4,1,2,3.064477,113.878116
47,89,16,1,9,3.300373,115.02228
57,76,10,1,3,2.263893,114.556871
193,30,1,2,2,1.683299,117.422574
214,25,7,2,8,-0.428115,116.873461
91,24,13,1,4,1.466489,119.022885
176,1,9,2,3,2.434651,118.54856
238,65,4,2,8,3.377887,114.552858
123,9,15,1,4,-0.515537,113.963452
217,1,17,2,3,-0.950588,116.504121
36,37,11,2,4,2.212867,118.55649
216,96,2,1,1,1.162344,116.016958
188,48,15,2,8,1.391838,116.525338
58,16,7,2,1,-0.701363,114.093171
236,23,8,1,1,-0.944082,117.075978
15,2,2,2,2,3.263425,117.192421
9,105,14,1,1,-0.063693,116.33133
247,117,13,2,3,-0.564586,114.418007
219,107,3,1,8,1.073253,115.977956
35,48,9,2,4,2.860491,118.137176
193,48,6,2,2,2.937126,117.649641
41,63,18,1,9,1.542237,115.349214
193,81,16,1,9,2.934507,115.740635
112,78,9,2,2,0.456433,118.663748
180,74,2,2,8,0.929555,116.666675
230,89,14,1,4,-1.032463,114.371713
24,103,13,2,8,2.423837,114.280435
202,86,15,2,9,2.354681,118.551621
97,23,12,2,2,1.802117,116.726441
201,102,12,1,4,1.638793,117.354477
80,33,15,1,3,-0.458378,115.514193
156,14,6,2,4,3.480339,115.601972
77,15,11,2,2,2.783036,116.052869
231,103,18,1,3,3.433242,118.683701
231,52,6,2,9,-0.417058,114.545442
110,66,8,1,3,0.010393,117.243183
240,30,9,1,4,-0.185911,118.354397
127,113,16,2,3,0.359702,114.612508
215,101,7,1,2,0.639249,114.668888
175,112,18,2,1,-0.123569,118.611341
69,75,11,2,1,1.661912,117.253931
149,102,8,1,1,0.415848,114.175278
217,30,14,1,2,1.847582,116.493856
187,114,17,2,2,1.319773,114.763294
142,103,2,1,2,0.274574,116.300087
21,113,9,2,1,1.266375,115.365213
127,59,10,2,4,0.567639,117.353265
65,33,14,1,4,1.149072,113.839399
22,75,2,2,3,-0.48615,114.372693
23,67,5,1,2,1.959206,114.857954
50,84,2,2,9,0.79768,117.199814
126,2,8,2,1,0.435035,115.565778
52,98,14,2,1,1.159945,115.910539
25,115,11,2,8,2.484967,114.5793
214,48,15,2,1,2.366315,115.658533
86,1,18,1,3,2.648448,115.020868
224,6,16,1,2,2.023128,117.329625
233,72,6,2,9,1.200345,118.434373
28,38,13,1,3,0.709381,115.968385
166,60,7,1,3,3.050681,117.725576
52,70,11,2,3,2.02088,115.069929
194,63,8,1,1,1.539178,117.667652
230,21,13,1,2,0.814291,119.124475
167,70,7,1,4,3.395697,118.781845
135,49,5,2,2,2.219295,118.489611
135,100,2,1,3,1.3337,118.453713
198,65,9,1,8,-1.162881,115.909305
228,66,14,2,8,1.934413,117.720756
46,34,10,1,3,2.33153,116.502187
125,71,16,1,4,-0.132578,114.137723
92,104,14,2,2,0.749872,115.036884
158,61,14,2,3,2.597679,114.075034
77,113,5,2,3,0.319011,114.514003
227,59,18,2,3,0.964115,117.833081
43,22,12,1,4,0.561213,115.490915
100,89,12,1,9,0.035676,117.660376
52,64,3,1,3,0.382437,116.462853
127,27,7,1,8,2.553907,118.462482
188,33,6,1,3,1.505943,114.280378
101,74,8,1,2,0.741576,118.664647
97,48,5,1,3,2.629535,115.103425
188,111,1,2,9,0.082895,117.133478
68,49,3,1,2,1.175725,114.485974
28,85,14,1,9,3.431437,114.781674
34,65,7,1,4,-0.766074,118.695351
112,46,18,2,4,-0.106858,114.341932
6,64,9,1,4,3.350057,116.569082
101,7,12,2,3,3.32781,115.780049
240,36,5,1,9,1.59152,118.764835
211,83,12,1,9,3.492335,116.119561
225,42,15,2,2,1.553706,115.488254
16,77,17,2,1,-0.30449,113.997135
6,61,18,1,3,-0.236824,117.174118
193,70,11,2,4,-0.230638,115.198451
32,52,8,1,2,1.822056,115.224303
2,19,18,2,4,3.176675,116.993072
223,83,9,2,9,1.408084,115.241729
225,34,12,1,2,3.187564,115.918266
164,37,11,2,8,0.608615,119.153758
23,74,4,1,2,0.660112,116.188832
48,26,11,1,8,3.268998,118.750392
103,64,11,2,1,2.720265,114.141402
208,88,3,2,2,1.149676,115.717686
134,35,5,2,1,1.593966,118.703382
32,9,9,2,4,-0.178436,116.883291
240,55,5,1,8,1.943308,117.426894
146,52,7,2,3,3.134994,116.853761
84,75,12,1,3,1.81583,114.496048
109,58,18,1,9,3.398185,118.521251
62,24,5,2,4,3.293225,116.274728
177,60,5,2,2,1.194859,117.569187
218,69,4,1,2,0.77116,115.832812
146,4,13,1,4,1.589836,115.566518
229,65,3,1,1,-0.797488,116.057411
104,69,5,1,9,0.33883,118.823123
63,25,4,2,4,0.455326,114.585969
184,39,15,2,3,2.971792,117.706917
159,22,9,2,8,-0.922884,115.887418
8,76,5,1,8,0.092756,117.815413
194,50,10,2,9,3.334349,115.041817
119,79,13,1,4,-0.552063,118.754438
47,92,5,2,2,2.694414,116.057397
195,22,2,2,1,2.523697,117.288824
126,39,17,2,9,-0.980219,117.831418
196,33,8,1,4,2.438526,115.563283
46,62,6,1,9,0.473344,117.450281
165,92,6,2,3,2.12378,116.750424
57,16,6,1,3,-0.44812,117.85884
5,40,7,1,8,2.941567,118.235062
87,14,16,2,9,0.31253,116.645428
113,110,9,1,2,2.875816,116.145695
77,40,17,2,1,-0.845986,117.37424
101,74,4,2,8,1.848128,118.572716
9,72,3,1,1,3.327558,118.825111
236,9,4,2,2,-0.344683,114.112336
5,106,14,2,2,1.399021,117.066813
241,66,7,2,4,-0.593676,118.147423
65,89,18,2,1,2.728689,115.532756
98,115,2,1,3,2.069552,117.575706
139,25,12,1,4,1.345799,118.711654
101,89,10,1,3,0.047539,119.13426
1,112,10,2,1,-0.814487,116.702038
162,33,13,2,3,3.154813,118.092173
51,116,12,2,4,0.354401,116.528245
4,18,4,2,1,0.773306,118.482076
174,96,12,1,8,0.098449,118.197915
110,83,14,2,1,-0.790153,118.564856
29,39,11,2,2,3.167059,118.663577
157,17,6,1,9,1.966211,116.454407
3,63,17,2,4,-0.649265,114.127826
229,108,11,2,4,0.234495,116.743955
174,96,14,1,4,0.058402,114.688106
111,92,13,1,8,1.404297,118.457878
203,88,14,1,9,0.225173,118.299727
60,32,6,2,3,-0.983206,118.213828
249,109,17,1,3,2.232911,115.356099
161,79,15,1,9,2.202012,117.664861
212,36,13,2,8,2.936028,118.80821
152,38,18,2,1,-0.522927,114.593355
104,19,6,1,1,1.685538,114.675301
221,42,11,1,9,0.46083,116.592253
77,95,11,1,8,1.454377,117.729017
199,109,13,2,3,2.604658,117.813456
149,31,15,1,8,1.71995,118.758686
149,114,15,1,9,2.358535,115.397837
150,47,17,1,9,2.090449,117.92658
117,4,15,2,9,3.161774,114.869287
240,63,13,2,4,2.521362,114.512344
209,11,7,1,9,1.103192,119.062976
209,73,9,1,4,2.88576,114.834095
54,74,8,1,1,2.853798,115.438193
61,96,8,2,4,2.859179,115.575418
119,104,18,1,4,2.256,117.215485
192,71,2,2,3,2.103306,115.260725
117,38,11,2,1,0.11599,115.765297
66,54,12,2,8,2.196479,114.558103
106,45,8,2,9,2.844432,114.979635
197,22,8,1,8,-0.774807,118.141171
160,8,11,1,9,0.582508,116.405666
11,63,13,2,2,-0.70301,119.091402
63,90,17,2,4,-0.369788,118.702917
135,26,17,1,1,-0.657481,118.00004
193,77,2,2,3,-1.180599,117.790197
193,108,9,1,4,-0.674542,118.480482
203,22,11,2,8,0.752359,114.808895
236,45,6,2,9,0.637339,117.671936
111,89,9,1,9,2.377953,116.443882
51,20,15,2,9,-0.91834,116.439432
138,49,8,2,8,2.381223,117.616757
242,94,14,1,2,3.138799,116.202417
17,87,16,1,9,2.991713,115.491149
144,22,16,1,3,-0.669034,114.467973
136,4,10,1,1,0.887938,115.093293
5,29,17,1,4,2.589911,115.705751
203,13,5,1,8,3.064347,115.212962
104,31,11,2,3,1.901856,117.514436
211,94,10,2,1,2.065771,119.175788
205,62,16,2,9,0.635819,116.767224
32,60,14,1,4,2.229173,115.707365
105,87,10,1,4,-0.291485,119.094747
113,79,10,2,8,-0.23242,114.078999
141,10,2,1,8,1.809935,113.898115
135,43,15,1,9,2.603539,117.902246
131,51,2,2,1,2.825204,114.149788
64,105,7,2,2,0.986922,118.283677
105,115,8,2,3,2.514969,115.108123
105,46,17,1,3,0.559676,116.861222
241,86,9,2,3,2.910649,117.483069
161,28,10,2,2,1.495897,115.361422
171,6,13,1,4,-0.286805,117.192483
110,88,1,1,8,0.68236,118.834282
62,3,1,2,1,0.383782,115.54772
75,95,3,1,9,2.712098,119.056995
207,16,16,1,2,-0.614929,118.141775
105,72,9,2,4,1.537163,118.489778
229,105,14,2,3,-0.526448,117.983984
168,87,10,1,1,-1.085806,116.025249
237,103,13,2,1,0.400957,115.162139
216,39,18,2,4,-0.124491,115.731985
229,60,10,2,1,0.793057,115.094985
133,109,15,1,3,2.739811,114.778276
213,31,11,1,8,0.716931,116.985499
143,10,16,2,3,2.690634,116.680992
54,55,11,2,9,3.473008,118.527525
207,88,18,1,8,1.708646,114.949494
75,19,12,2,1,0.558035,115.975069
18,47,16,2,8,0.473444,114.195341
37,71,3,2,4,2.891941,118.205334
70,33,9,1,1,-0.163957,118.52564
48,11,1,1,3,-0.290057,115.070619
158,19,10,2,3,0.392297,114.183256
124,38,8,2,4,2.070113,118.702272
127,105,17,2,2,0.50338,119.166724
221,2,6,2,9,0.058641,115.857425
181,64,11,1,1,0.679097,117.914548
76,24,5,1,8,0.729563,116.170689
139,76,3,1,9,0.923171,117.130114
132,77,12,1,1,2.625402,115.92932
7,29,6,2,1,2.391773,118.930642
206,71,9,1,8,0.745878,116.727247
44,53,12,2,4,0.807671,114.363814
186,51,7,2,1,-0.025309,118.746997
177,64,5,2,3,2.299421,114.365018
163,79,10,1,4,-0.583736,118.057094
63,114,9,2,4,2.06686,117.265868
244,13,17,1,9,0.854185,115.190313
90,63,10,2,3,1.276795,118.775799
212,10,14,1,1,-0.737296,114.675153
134,64,17,1,2,1.006736,115.737585
58,35,15,2,1,0.920124,115.973994
81,20,6,1,3,-1.176981,117.376963
114,77,11,1,8,1.549133,114.117408
67,75,6,2,2,-0.54082,118.580731
128,12,4,1,3,2.192894,114.729507
93,45,1,2,8,2.824198,115.437323
96,72,16,2,4,2.517152,118.220555
188,83,7,2,9,0.931131,115.866938
206,113,16,1,3,0.743062,119.191613
245,102,7,1,3,0.100912,114.101359
220,15,6,2,3,3.075226,117.388259
180,115,5,1,2,0.434107,114.218333
214,69,11,2,9,-1.104745,114.513207
177,99,11,2,9,1.444249,115.053609
210,21,14,2,2,2.552176,117.311196
54,74,14,1,4,0.267076,115.14644
21,12,3,2,1,-0.419191,114.832811
49,103,12,1,4,1.31085,116.75403
234,30,8,2,3,1.393794,116.26096
36,109,16,2,9,2.555155,116.948146
147,40,13,1,3,0.362104,116.389617
228,44,18,1,4,0.762161,117.846911
157,108,8,2,1,-0.791252,114.238765
235,113,8,2,3,1.444854,118.046944
195,16,11,2,9,-0.606545,115.874831
153,76,3,2,9,2.757717,116.124337
127,56,10,1,2,2.883311,115.869467
55,61,18,1,4,-1.122529,118.54476
152,90,7,2,2,-0.933004,115.479084
239,46,12,2,1,0.287133,118.14555
77,65,7,2,9,1.154545,116.460342
100,37,16,2,3,2.592083,113.803108
75,24,2,2,9,2.43458,114.038603
155,17,3,1,4,1.370757,116.471237
212,66,6,1,2,3.246694,115.190453
171,43,18,2,4,0.552184,115.273381
5,61,10,2,3,2.167837,115.016697
223,61,11,2,3,2.587733,115.90648
228,14,9,2,9,-0.733104,115.719486
222,5,3,1,3,1.487423,116.574595
94,44,8,2,2,-0.350142,114.079874
106,81,15,1,8,1.84341,115.25727
101,71,13,1,2,-0.23819,119.154398
64,92,3,2,2,1.913496,116.740137
143,16,11,1,8,-0.357771,119.059804
42,59,4,2,8,-1.125656,115.17168
200,81,3,2,8,1.114092,118.751133
126,3,17,2,8,-0.495939,118.003697
231,11,3,2,8,1.180723,118.478435
242,26,18,2,1,2.113719,117.450747
108,97,15,1,8,1.666771,117.419493
170,18,14,1,4,1.716474,114.857687
77,113,4,1,1,2.134994,116.775743
49,5,9,1,1,0.286305,115.386592
94,55,7,1,9,-0.083789,117.778082
114,4,9,1,8,1.198609,115.529649
149,104,15,1,8,0.128297,115.748916
175,98,11,1,8,2.018245,116.072169
98,82,12,1,3,1.742031,115.60173
222,28,16,1,1,1.296889,116.171932
163,62,3,2,8,-0.36724,116.932485
28,21,8,1,8,-0.148326,115.106963
202,67,3,2,9,0.96288,118.473925
85,57,11,2,1,1.604365,115.742766
172,21,1,1,8,1.221282,115.865298
123,96,14,2,1,2.940968,114.854032
56,30,7,1,3,1.607591,114.925717
10,68,9,1,4,1.77069,115.355553
71,101,4,1,2,-0.255877,117.560805
139,111,4,2,9,0.492841,117.041172
36,63,9,2,1,0.786714,118.127229
195,84,4,2,8,-0.475698,114.668923
103,116,9,2,8,1.228061,117.884726
26,66,9,2,4,1.347157,117.872648
248,95,18,1,8,3.444523,115.088641
203,56,18,1,4,1.399595,117.994287
231,62,9,2,4,-0.032861,117.100508
43,45,18,1,2,1.188454,114.672247
71,91,9,1,9,0.366523,117.793905
149,37,16,1,3,-0.52036,118.210508
175,46,18,2,2,0.082255,114.394801
39,92,6,2,8,3.401943,117.794902
79,22,17,2,4,3.189276,118.150333
158,24,10,2,4,-0.803359,115.290161
187,72,10,1,9,2.413512,115.879085
140,76,11,2,4,1.629876,116.698844
102,76,16,1,3,3.408743,116.857816
2,96,1,1,8,2.568375,116.675327
18,32,5,1,4,0.72809,116.017394
93,89,15,2,8,2.225081,119.097143
81,115,15,2,4,2.956346,116.596933
123,109,15,1,1,1.390053,117.677211
148,50,10,1,8,0.997912,116.271348
42,71,11,2,9,0.163417,118.585537
90,64,4,1,8,1.417454,114.933105
210,101,8,1,9,3.034605,116.912973
243,45,11,1,9,1.895454,116.011185
184,112,2,1,8,-0.73032,114.942218
121,56,13,1,2,2.988528,117.255834
117,56,14,1,1,3.134963,116.452983
44,8,6,1,2,0.067608,117.677276
235,76,2,1,3,0.346744,114.049463
223,39,12,2,3,-0.623665,114.697767
85,99,6,2,8,1.347416,118.173705
164,1,17,2,2,3.453765,116.202541
32,12,5,2,1,0.183952,114.859322
225,80,3,2,3,1.648729,114.378108
29,54,6,2,2,1.895428,119.033378
44,52,2,1,9,-0.955149,114.200083
111,110,6,1,2,2.846857,116.5981
60,39,4,1,2,1.259115,113.902424
126,65,14,1,9,-0.10783,116.837048
104,89,18,2,1,0.072472,115.515958
130,63,1,2,1,2.533865,114.295319
204,75,8,2,8,-1.175023,116.939505
219,86,9,2,2,-0.931653,117.283176
230,57,10,1,9,3.084921,114.074766
19,82,16,2,3,1.245376,114.39033
27,6,1,1,2,2.898513,117.846253
228,104,5,2,3,-0.253873,118.895064
147,1,18,2,2,1.383591,118.223857
111,84,2,2,3,3.315611,115.102654
79,30,10,1,2,0.820856,114.578149
225,16,18,1,9,2.041522,117.554332
213,37,1,1,4,2.618924,118.392057
163,101,7,2,4,1.801163,117.167861
74,112,11,2,9,-1.003461,115.701107
121,79,10,1,8,-0.575214,115.258033
140,114,6,2,1,0.155139,117.940152
225,19,14,1,2,1.108662,115.370999
37,28,7,2,2,3.001373,114.979538
137,7,11,1,1,-0.885249,115.081885
141,16,16,2,1,1.955269,118.340639
195,54,11,2,3,1.666486,114.012533
224,100,5,2,8,3.092311,119.055258
218,10,11,1,1,0.049334,116.954618
