"address","address_obj/city","address_obj/country","address_obj/postalcode","address_obj/state","address_obj/street1","address_obj/street2","ancestors/0/abbrv","ancestors/0/location_id","ancestors/0/name","ancestors/0/subcategory/0/key","ancestors/0/subcategory/0/name","ancestors/1/abbrv","ancestors/1/location_id","ancestors/1/name","ancestors/1/subcategory/0/key","ancestors/1/subcategory/0/name","ancestors/2/abbrv","ancestors/2/location_id","ancestors/2/name","ancestors/2/subcategory/0/key","ancestors/2/subcategory/0/name","ancestors/3/abbrv","ancestors/3/location_id","ancestors/3/name","ancestors/3/subcategory/0/key","ancestors/3/subcategory/0/name","animal_welfare_tag/education_portal_url","animal_welfare_tag/learn_more_text","animal_welfare_tag/msg_body","animal_welfare_tag/msg_header","animal_welfare_tag/tag_text","api_detail_url","bearing","booking/provider","booking/url","category/key","category/name","description","distance","distance_string","doubleclick_zone","email","hours/timezone","hours/week_ranges/0/0/close_time","hours/week_ranges/0/0/open_time","hours/week_ranges/1/0/close_time","hours/week_ranges/1/0/open_time","hours/week_ranges/2/0/close_time","hours/week_ranges/2/0/open_time","hours/week_ranges/3/0/close_time","hours/week_ranges/3/0/open_time","hours/week_ranges/4/0/close_time","hours/week_ranges/4/0/open_time","hours/week_ranges/5/0/close_time","hours/week_ranges/5/0/open_time","hours/week_ranges/6/0/close_time","hours/week_ranges/6/0/open_time","image","is_candidate_for_contact_info_suppression","is_closed","is_jfy_enabled","is_long_closed","latitude","location_id","location_string","location_subtype","longitude","machine_translated","name","num_reviews","offer_group/has_see_all_url","offer_group/is_eligible_for_ap_list","offer_group/lowest_price","offer_group/offer_list/0/description","offer_group/offer_list/0/image_url","offer_group/offer_list/0/offer_type","offer_group/offer_list/0/partner","offer_group/offer_list/0/price","offer_group/offer_list/0/primary_category","offer_group/offer_list/0/product_code","offer_group/offer_list/0/rounded_up_price","offer_group/offer_list/0/title","offer_group/offer_list/0/url","open_now_text","parent_display_name","phone","photo/caption","photo/helpful_votes","photo/id","photo/images/large/height","photo/images/large/url","photo/images/large/width","photo/images/medium/height","photo/images/medium/url","photo/images/medium/width","photo/images/original/height","photo/images/original/url","photo/images/original/width","photo/images/small/height","photo/images/small/url","photo/images/small/width","photo/images/thumbnail/height","photo/images/thumbnail/url","photo/images/thumbnail/width","photo/is_blessed","photo/published_date","photo/uploaded_date","photo/user","photo/user/member_id","photo/user/type","photo/user/user_id","preferred_map_engine","ranking","ranking_category","ranking_denominator","ranking_geo","ranking_geo_id","ranking_position","ranking_subcategory","rating","raw_ranking","subcategory/0/key","subcategory/0/name","subcategory/1/key","subcategory/1/name","subcategory/2/key","subcategory/2/name","subcategory/3/key","subcategory/3/name","subcategory/4/key","subcategory/4/name","subcategory/5/key","subcategory/5/name","subcategory_ranking","subtype/0/key","subtype/0/name","subtype/1/key","subtype/1/name","subtype/2/key","subtype/2/name","subtype/3/key","subtype/3/name","subtype/4/key","subtype/4/name","subtype/5/key","subtype/5/name","subtype/6/key","subtype/6/name","tags/animal_welfare_tag/education_portal_url","tags/animal_welfare_tag/learn_more_text","tags/animal_welfare_tag/msg_body","tags/animal_welfare_tag/msg_header","tags/animal_welfare_tag/tag_text","timezone","translation_vendor","type","web_url","website","write_review"
"Balikpapan Indonesia","Balikpapan","Indonesia",,,,,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/7896095",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/17/07/fd/4e/manggar-reservoir.jpg","false","false","false","false",,"7896095","Balikpapan, East Kalimantan, Kalimantan","none",,,"Manggar Reservoir","12",,,,,,,,,,,,,,,"Balikpapan",,"Manggar Reservoir","4","386399566","613","https://media-cdn.tripadvisor.com/media/photo-o/17/07/fd/4e/manggar-reservoir.jpg","919","367","https://media-cdn.tripadvisor.com/media/photo-s/17/07/fd/4e/manggar-reservoir.jpg","550","613","https://media-cdn.tripadvisor.com/media/photo-o/17/07/fd/4e/manggar-reservoir.jpg","919","150","https://media-cdn.tripadvisor.com/media/photo-l/17/07/fd/4e/manggar-reservoir.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/17/07/fd/4e/manggar-reservoir.jpg","50","false","2019-04-02T23:27:57-0400","2019-04-02T23:27:57-0400",,"0","user",,"default","#19 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","19","#19 of 39 things to do in Balikpapan","3.5","2.784970760345459","47","Sights & Landmarks","57","Nature & Parks",,,,,,,,,"#19 of 39 things to do in Balikpapan","163","Points of Interest & Landmarks","11","Dams",,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d7896095-Reviews-Manggar_Reservoir-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.com/UserReview-g317100-d7896095-Manggar_Reservoir-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Belibis Gunung Bahagia, Balikpapan 76114 Indonesia","Balikpapan","Indonesia","76114",,"Jl. Belibis","Gunung Bahagia",,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/16882388",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,,"false","false","false","false","-1.24004","16882388","Balikpapan, East Kalimantan, Kalimantan","none","116.8833",,"Islamic Center Mosque","0",,,,,,,,,,,,,,,"Balikpapan",,,,,,,,,,,,,,,,,,,,,,,,,,,"default",,,,,,,,,,"47","Sights & Landmarks",,,,,,,,,,,,"10","Sacred & Religious Sites",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d16882388-Reviews-Islamic_Center_Mosque-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.com/UserReview-g317100-d16882388-Islamic_Center_Mosque-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Jendral Sudirman, Balikpapan 76112 Indonesia","Balikpapan","Indonesia","76112",,"Jl. Jendral Sudirman",,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/8858076",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0b/44/e7/51/kawasan-pantai-melawai.jpg","false","false","false","false","-1.27744","8858076","Balikpapan, East Kalimantan, Kalimantan","none","116.8275",,"Melawai Beach","49",,,,,,,,,,,,,,,"Balikpapan",,"Kawasan pantai melawai","0","189065041","413","https://media-cdn.tripadvisor.com/media/photo-s/0b/44/e7/51/kawasan-pantai-melawai.jpg","550","188","https://media-cdn.tripadvisor.com/media/photo-f/0b/44/e7/51/kawasan-pantai-melawai.jpg","250","1500","https://media-cdn.tripadvisor.com/media/photo-o/0b/44/e7/51/kawasan-pantai-melawai.jpg","2000","150","https://media-cdn.tripadvisor.com/media/photo-l/0b/44/e7/51/kawasan-pantai-melawai.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/0b/44/e7/51/kawasan-pantai-melawai.jpg","50","false","2016-05-15T01:12:27-0400","2016-05-15T01:12:27-0400",,"0","user",,"default","#9 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","9","#9 of 39 things to do in Balikpapan","3.5","2.9376227855682373","57","Nature & Parks","61","Outdoor Activities",,,,,,,,,"#9 of 39 things to do in Balikpapan","52","Beaches",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d8858076-Reviews-Melawai_Beach-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.indonesia-tourism.com/forum/showthread.php?1765-Melawai-Beach-Balikpapan-East-Kalimantan","https://www.tripadvisor.com/UserReview-g317100-d8858076-Melawai_Beach-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Sultan Hasanudin, Karianggau, Balikpapan Indonesia","Balikpapan","Indonesia",,,"Jl. Sultan Hasanudin, Karianggau",,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/7914864",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/11/2d/d6/b6/jembatan-ulin-kariangau.jpg","false","false","false","false","-1.181737","7914864","Balikpapan, East Kalimantan, Kalimantan","none","116.83814",,"Ulin Kariangau Bridge","9",,,,,,,,,,,,,,,"Balikpapan",,"Jembatan Ulin Kariangau","2","288216758","576","https://media-cdn.tripadvisor.com/media/photo-w/11/2d/d6/b6/jembatan-ulin-kariangau.jpg","1024","310","https://media-cdn.tripadvisor.com/media/photo-s/11/2d/d6/b6/jembatan-ulin-kariangau.jpg","550","608","https://media-cdn.tripadvisor.com/media/photo-o/11/2d/d6/b6/jembatan-ulin-kariangau.jpg","1080","141","https://media-cdn.tripadvisor.com/media/photo-f/11/2d/d6/b6/jembatan-ulin-kariangau.jpg","250","50","https://media-cdn.tripadvisor.com/media/photo-t/11/2d/d6/b6/jembatan-ulin-kariangau.jpg","50","false","2017-11-05T03:57:23-0500","2017-11-05T03:57:23-0500",,"0","user",,"default","#27 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","27","#27 of 39 things to do in Balikpapan","3.0","2.7459254264831543","47","Sights & Landmarks","57","Nature & Parks","61","Outdoor Activities",,,,,,,"#27 of 39 things to do in Balikpapan","5","Bridges","83","Biking Trails",,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d7914864-Reviews-Ulin_Kariangau_Bridge-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.com/UserReview-g317100-d7914864-Ulin_Kariangau_Bridge-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. M.T. Haryono Rt.043 No.153 Graha Indah Ring Road, Balikpapan 76114 Indonesia","Balikpapan","Indonesia","76114",,"Jl. M.T. Haryono Rt.043 No.153","Graha Indah Ring Road",,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/14167238",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/13/3b/3b/f8/mahavihara-buddhamanggala.jpg","false","false","false","false","-1.260619","14167238","Balikpapan, East Kalimantan, Kalimantan","none","116.86266",,"Mahavihara Buddhamanggala","3",,,,,,,,,,,,,,,"Balikpapan","+62 542 861106","Mahavihara Buddhamanggala","2","322649080","576","https://media-cdn.tripadvisor.com/media/photo-w/13/3b/3b/f8/mahavihara-buddhamanggala.jpg","1024","309","https://media-cdn.tripadvisor.com/media/photo-s/13/3b/3b/f8/mahavihara-buddhamanggala.jpg","550","720","https://media-cdn.tripadvisor.com/media/photo-m/1280/13/3b/3b/f8/mahavihara-buddhamanggala.jpg","1280","141","https://media-cdn.tripadvisor.com/media/photo-f/13/3b/3b/f8/mahavihara-buddhamanggala.jpg","250","50","https://media-cdn.tripadvisor.com/media/photo-t/13/3b/3b/f8/mahavihara-buddhamanggala.jpg","50","true","2018-06-09T23:57:22-0400","2018-06-09T23:57:22-0400",,"0","user",,"default","#22 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","22","#22 of 39 things to do in Balikpapan","4.0","2.7686076164245605","47","Sights & Landmarks",,,,,,,,,,,"#22 of 39 things to do in Balikpapan","10","Sacred & Religious Sites",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d14167238-Reviews-Mahavihara_Buddhamanggala-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.manggalajaya.com","https://www.tripadvisor.com/UserReview-g317100-d14167238-Mahavihara_Buddhamanggala-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Jendral Sudirman, Balikpapan 76112 Indonesia","Balikpapan","Indonesia","76112",,"Jl. Jendral Sudirman",,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/10060183",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0a/b8/45/7a/tampak-dari-jalan-raya.jpg","false","false","false","false","-1.27744","10060183","Balikpapan, East Kalimantan, Kalimantan","none","116.8275",,"Bekapai Park","28",,,,,,,,,,,,,,,"Balikpapan",,"Tampak dari jalan raya","0","179848570","412","https://media-cdn.tripadvisor.com/media/photo-s/0a/b8/45/7a/tampak-dari-jalan-raya.jpg","550","187","https://media-cdn.tripadvisor.com/media/photo-f/0a/b8/45/7a/tampak-dari-jalan-raya.jpg","250","480","https://media-cdn.tripadvisor.com/media/photo-o/0a/b8/45/7a/tampak-dari-jalan-raya.jpg","640","150","https://media-cdn.tripadvisor.com/media/photo-l/0a/b8/45/7a/tampak-dari-jalan-raya.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/0a/b8/45/7a/tampak-dari-jalan-raya.jpg","50","true","2016-03-27T12:13:23-0400","2016-03-27T12:13:23-0400",,"0","user",,"default","#13 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","13","#13 of 39 things to do in Balikpapan","3.5","2.8275251388549805","57","Nature & Parks",,,,,,,,,,,"#13 of 39 things to do in Balikpapan","70","Parks",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d10060183-Reviews-Bekapai_Park-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.com/UserReview-g317100-d10060183-Bekapai_Park-Balikpapan_East_Kalimantan_Kalimantan.html"
"Balikpapan Indonesia","Balikpapan","Indonesia",,,,,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/8125186",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,"Asia/Makassar","1380","480","1380","480","1380","480","1380","480","1380","480","1380","480","1380","480","https://media-cdn.tripadvisor.com/media/photo-o/0f/98/3a/01/outdoor-food-court.jpg","false","false","false","false","-1.280392","8125186","Balikpapan, East Kalimantan, Kalimantan","none","116.81875",,"Kemala Beach","102",,,,,,,,,,,,,,"Closed Now","Balikpapan",,"Outdoor Food Court","1","261634561","413","https://media-cdn.tripadvisor.com/media/photo-s/0f/98/3a/01/outdoor-food-court.jpg","550","188","https://media-cdn.tripadvisor.com/media/photo-f/0f/98/3a/01/outdoor-food-court.jpg","250","1500","https://media-cdn.tripadvisor.com/media/photo-o/0f/98/3a/01/outdoor-food-court.jpg","2000","150","https://media-cdn.tripadvisor.com/media/photo-l/0f/98/3a/01/outdoor-food-court.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/0f/98/3a/01/outdoor-food-court.jpg","50","false","2017-06-16T21:39:29-0400","2017-06-16T21:39:29-0400",,"0","user",,"default","#7 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","7","#7 of 39 things to do in Balikpapan","3.5","2.982182264328003","57","Nature & Parks","61","Outdoor Activities",,,,,,,,,"#7 of 39 things to do in Balikpapan","52","Beaches",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d8125186-Reviews-Kemala_Beach-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.com/UserReview-g317100-d8125186-Kemala_Beach-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jln. Jendral Sudirman, Balikpapan 76112 Indonesia","Balikpapan","Indonesia","76112",,"Jln. Jendral Sudirman",,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/7825372",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0c/a5/89/2e/monumen-yang-menunjukkan.jpg","false","false","false","false","-1.27139","7825372","Balikpapan, East Kalimantan, Kalimantan","none","116.85344",,"Monumen Perjuangan Rakyat - MONPERA","29",,,,,,,,,,,,,,,"Balikpapan",,"Monumen yang menunjukkan kegigihan melawan penjajah","1","212175150","686","https://media-cdn.tripadvisor.com/media/photo-w/0c/a5/89/2e/monumen-yang-menunjukkan.jpg","1024","368","https://media-cdn.tripadvisor.com/media/photo-s/0c/a5/89/2e/monumen-yang-menunjukkan.jpg","550","1339","https://media-cdn.tripadvisor.com/media/photo-o/0c/a5/89/2e/monumen-yang-menunjukkan.jpg","2000","150","https://media-cdn.tripadvisor.com/media/photo-l/0c/a5/89/2e/monumen-yang-menunjukkan.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/0c/a5/89/2e/monumen-yang-menunjukkan.jpg","50","false","2016-08-22T21:26:43-0400","2016-08-22T21:26:43-0400",,"0","user",,"default","#16 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","16","#16 of 39 things to do in Balikpapan","3.5","2.798292398452759","47","Sights & Landmarks","57","Nature & Parks",,,,,,,,,"#16 of 39 things to do in Balikpapan","26","Monuments & Statues","81","State Parks",,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d7825372-Reviews-Monumen_Perjuangan_Rakyat_MONPERA-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.com/UserReview-g317100-d7825372-Monumen_Perjuangan_Rakyat_MONPERA-Balikpapan_East_Kalimantan_Kalimantan.html"
"Kampung Baru Tengah, Balikpapan Indonesia","Balikpapan","Indonesia",,,"Kampung Baru Tengah",,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/6601163",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0b/45/49/6b/you-ll-find-it-unique.jpg","false","false","false","false","-1.23333","6601163","Balikpapan, East Kalimantan, Kalimantan","none","116.81111",,"Kampung di Atas Air","23",,,,,,,,,,,,,,,"Balikpapan","+62 821-5197-2860","You'll find it unique but real! live like locals which everyday use this boats for transportatio","2","189090155","413","https://media-cdn.tripadvisor.com/media/photo-s/0b/45/49/6b/you-ll-find-it-unique.jpg","550","188","https://media-cdn.tripadvisor.com/media/photo-f/0b/45/49/6b/you-ll-find-it-unique.jpg","250","1500","https://media-cdn.tripadvisor.com/media/photo-o/0b/45/49/6b/you-ll-find-it-unique.jpg","1998","150","https://media-cdn.tripadvisor.com/media/photo-l/0b/45/49/6b/you-ll-find-it-unique.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/0b/45/49/6b/you-ll-find-it-unique.jpg","50","false","2016-05-15T05:48:27-0400","2016-05-15T05:48:27-0400",,"0","user",,"default","#17 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","17","#17 of 39 things to do in Balikpapan","3.5","2.7973926067352295","47","Sights & Landmarks",,,,,,,,,,,"#17 of 39 things to do in Balikpapan","163","Points of Interest & Landmarks",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d6601163-Reviews-Kampung_di_Atas_Air-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.kalimantantourism.com/2014/03/kampung-atas-air-suku-bugis-kota.html","https://www.tripadvisor.com/UserReview-g317100-d6601163-Kampung_di_Atas_Air-Balikpapan_East_Kalimantan_Kalimantan.html"
"Kawasan Hutan Lindung Sungai Wain, Balikpapan Indonesia","Balikpapan","Indonesia",,,"Kawasan Hutan Lindung Sungai Wain",,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country","https://www.tripadvisor.com/blog/animal-welfare-education-portal/","Learn more","Click below for expert advice on animal welfare in tourism.","This attraction features animals","Features Animals","https://api.tripadvisor.com/api/internal/1.14/location/7917999",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-w/0a/12/b3/6e/balikpapan-botanical.jpg","false","false","false","false","-1.133984","7917999","Balikpapan, East Kalimantan, Kalimantan","none","116.85507",,"Balikpapan Botanical Garden","22",,,,,,,,,,,,,,,"Balikpapan",,"Waduk Sungai Wain","0","168997742","683","https://media-cdn.tripadvisor.com/media/photo-o/0a/12/b3/6e/balikpapan-botanical.jpg","1024","366","https://media-cdn.tripadvisor.com/media/photo-s/0a/12/b3/6e/balikpapan-botanical.jpg","550","683","https://media-cdn.tripadvisor.com/media/photo-w/0a/12/b3/6e/balikpapan-botanical.jpg","1024","150","https://media-cdn.tripadvisor.com/media/photo-l/0a/12/b3/6e/balikpapan-botanical.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/0a/12/b3/6e/balikpapan-botanical.jpg","50","false","2016-01-17T23:28:06-0500","2016-01-17T23:28:06-0500",,"0","user",,"default","#12 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","12","#12 of 39 things to do in Balikpapan","3.5","2.8432605266571045","57","Nature & Parks",,,,,,,,,,,"#12 of 39 things to do in Balikpapan","68","Nature & Wildlife Areas","67","National Parks",,,,,,,,,,,"https://www.tripadvisor.com/blog/animal-welfare-education-portal/","Learn more","Click below for expert advice on animal welfare in tourism.","This attraction features animals","Features Animals","Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d7917999-Reviews-Balikpapan_Botanical_Garden-Balikpapan_East_Kalimantan_Kalimantan.html","http://kebunrayabalikpapan.blogspot.sg/","https://www.tripadvisor.com/UserReview-g317100-d7917999-Balikpapan_Botanical_Garden-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Jenderal Sudirman No.1 RW.RT.11, Klandasan Ulu, Balikpapan 76112 Indonesia","Balikpapan","Indonesia","76112",,"Jl. Jenderal Sudirman No.1","RW.RT.11, Klandasan Ulu",,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/10060175",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0a/b8/46/b8/pantai.jpg","false","false","false","false","-1.277929","10060175","Balikpapan, East Kalimantan, Kalimantan","none","116.82593",,"Monpera Beach","13",,,,,,,,,,,,,,,"Balikpapan",,"Pantai","0","179848888","449","https://media-cdn.tripadvisor.com/media/photo-o/0a/b8/46/b8/pantai.jpg","674","366","https://media-cdn.tripadvisor.com/media/photo-s/0a/b8/46/b8/pantai.jpg","550","449","https://media-cdn.tripadvisor.com/media/photo-o/0a/b8/46/b8/pantai.jpg","674","150","https://media-cdn.tripadvisor.com/media/photo-l/0a/b8/46/b8/pantai.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/0a/b8/46/b8/pantai.jpg","50","false","2016-03-27T12:15:12-0400","2016-03-27T12:15:12-0400",,"0","user",,"default","#20 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","20","#20 of 39 things to do in Balikpapan","3.5","2.76953387260437","57","Nature & Parks","61","Outdoor Activities",,,,,,,,,"#20 of 39 things to do in Balikpapan","52","Beaches",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d10060175-Reviews-Monpera_Beach-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.com/UserReview-g317100-d10060175-Monpera_Beach-Balikpapan_East_Kalimantan_Kalimantan.html"
"Kpg. Pelayaran, Balikpapan 76111 Indonesia","Balikpapan","Indonesia","76111",,"Kpg. Pelayaran",,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/7396521",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/07/34/ec/9c/the-view-from-the-top.jpg","false","false","false","false","-1.27416","7396521","Balikpapan, East Kalimantan, Kalimantan","none","116.80991",,"Tukong Hill Lighthouse","11",,,,,,,,,,,,,,,"Balikpapan","+62 821-5197-2860","The view from the top","2","120908956","413","https://media-cdn.tripadvisor.com/media/photo-s/07/34/ec/9c/the-view-from-the-top.jpg","550","188","https://media-cdn.tripadvisor.com/media/photo-f/07/34/ec/9c/the-view-from-the-top.jpg","250","1536","https://media-cdn.tripadvisor.com/media/photo-o/07/34/ec/9c/the-view-from-the-top.jpg","2048","150","https://media-cdn.tripadvisor.com/media/photo-l/07/34/ec/9c/the-view-from-the-top.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/07/34/ec/9c/the-view-from-the-top.jpg","50","false","2015-01-20T03:01:54-0500","2015-01-16T03:25:44-0500",,"0","user",,"default","#24 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","24","#24 of 39 things to do in Balikpapan","3.5","2.7619590759277344","47","Sights & Landmarks",,,,,,,,,,,"#24 of 39 things to do in Balikpapan","22","Lighthouses",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d7396521-Reviews-Tukong_Hill_Lighthouse-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.kalimantantourguide.com","https://www.tripadvisor.com/UserReview-g317100-d7396521-Tukong_Hill_Lighthouse-Balikpapan_East_Kalimantan_Kalimantan.html"
