,Date,Day,Temp,Wind,Weather
128,2016-02-08,8,27.9,55.8,Rain
129,2016-02-09,9,27.9,55.8,Cloudy
130,2016-02-10,10,27.9,55.8,Cloudy
131,2016-02-11,11,27.9,55.8,Rain
132,2016-02-12,12,27.9,55.8,Cloudy
133,2016-02-13,13,27.9,55.8,Sunny
134,2016-02-14,14,27.9,55.8,Rain
135,2016-02-15,15,27.9,55.8,Sunny
136,2016-02-16,16,27.9,55.8,Rain
137,2016-02-17,17,27.9,55.8,Cloudy
138,2016-02-18,18,27.9,55.8,Cloudy
139,2016-02-19,19,27.9,55.8,Sunny
140,2016-02-20,20,27.9,55.8,Sunny
141,2016-02-21,21,27.9,55.8,Rain
142,2016-02-22,22,27.9,55.8,Sunny
143,2016-02-23,23,27.9,55.8,Sunny
144,2016-02-24,24,27.9,55.8,Cloudy
145,2016-02-25,25,27.9,55.8,Rain
146,2016-02-26,26,27.9,55.8,Sunny
147,2016-02-27,27,27.9,55.8,Rain
148,2016-02-28,28,27.9,55.8,Rain
149,2016-02-29,29,27.9,55.8,Sunny
150,2016-03-01,1,27.7,55.4,Sunny
151,2016-03-02,2,27.7,55.4,Rain
152,2016-03-03,3,27.7,55.4,Cloudy
153,2016-03-04,4,27.7,55.4,Rain
154,2016-03-05,5,27.7,55.4,Sunny
155,2016-03-06,6,27.7,55.4,Sunny
156,2016-03-07,7,27.7,55.4,Cloudy
157,2016-03-08,8,27.7,55.4,Cloudy
158,2016-03-09,9,27.7,55.4,Sunny
159,2016-03-10,10,27.7,55.4,Cloudy
160,2016-03-11,11,27.7,55.4,Cloudy
161,2016-03-12,12,27.7,55.4,Cloudy
162,2016-03-13,13,27.7,55.4,Cloudy
163,2016-03-14,14,27.7,55.4,Cloudy
164,2016-03-15,15,27.7,55.4,Sunny
165,2016-03-16,16,27.7,55.4,Rain
166,2016-03-17,17,27.7,55.4,Cloudy
167,2016-03-18,18,27.7,55.4,Rain
168,2016-03-19,19,27.7,55.4,Rain
169,2016-03-20,20,27.7,55.4,Sunny
170,2016-03-21,21,27.7,55.4,Sunny
171,2016-03-22,22,27.7,55.4,Sunny
172,2016-03-23,23,27.7,55.4,Sunny
173,2016-03-24,24,27.7,55.4,Rain
174,2016-03-25,25,27.7,55.4,Rain
175,2016-03-26,26,27.7,55.4,Rain
176,2016-03-27,27,27.7,55.4,Cloudy
177,2016-03-28,28,27.7,55.4,Rain
178,2016-03-29,29,27.7,55.4,Rain
179,2016-03-30,30,27.7,55.4,Cloudy
180,2016-03-31,31,27.7,55.4,Cloudy
181,2017-01-01,1,27.9,55.8,Rain
182,2017-01-02,2,27.9,55.8,Sunny
183,2017-01-03,3,27.9,55.8,Cloudy
184,2017-01-04,4,27.9,55.8,Cloudy
185,2017-01-05,5,27.9,55.8,Sunny
186,2017-01-06,6,27.9,55.8,Sunny
187,2017-01-07,7,27.9,55.8,Cloudy
188,2017-01-08,8,27.9,55.8,Rain
189,2017-01-09,9,27.9,55.8,Sunny
190,2017-01-10,10,27.9,55.8,Rain
191,2017-01-11,11,27.9,55.8,Sunny
192,2017-01-12,12,27.9,55.8,Sunny
193,2017-01-13,13,27.9,55.8,Rain
194,2017-01-14,14,27.9,55.8,Cloudy
195,2017-01-15,15,27.9,55.8,Sunny
196,2017-01-16,16,27.9,55.8,Rain
197,2017-01-17,17,27.9,55.8,Sunny
198,2017-01-18,18,27.9,55.8,Cloudy
199,2017-01-19,19,27.9,55.8,Rain
200,2017-01-20,20,27.9,55.8,Rain
201,2017-01-21,21,27.9,55.8,Cloudy
202,2017-01-22,22,27.9,55.8,Cloudy
203,2017-01-23,23,27.9,55.8,Sunny
204,2017-01-24,24,27.9,55.8,Cloudy
205,2017-01-25,25,27.9,55.8,Rain
206,2017-01-26,26,27.9,55.8,Sunny
207,2017-01-27,27,27.9,55.8,Cloudy
208,2017-01-28,28,27.9,55.8,Rain
209,2017-01-29,29,27.9,55.8,Rain
210,2017-01-30,30,27.9,55.8,Cloudy
211,2017-01-31,31,27.9,55.8,Rain
212,2017-02-01,1,27.7,55.4,Sunny
213,2017-02-02,2,27.7,55.4,Cloudy
214,2017-02-03,3,27.7,55.4,Cloudy
215,2017-02-04,4,27.7,55.4,Cloudy
216,2017-02-05,5,27.7,55.4,Cloudy
217,2017-02-06,6,27.7,55.4,Cloudy
218,2017-02-07,7,27.7,55.4,Sunny
219,2017-02-08,8,27.7,55.4,Rain
220,2017-02-09,9,27.7,55.4,Sunny
221,2017-02-10,10,27.7,55.4,Sunny
222,2017-02-11,11,27.7,55.4,Sunny
223,2017-02-12,12,27.7,55.4,Sunny
224,2017-02-13,13,27.7,55.4,Rain
225,2017-02-14,14,27.7,55.4,Sunny
226,2017-02-15,15,27.7,55.4,Rain
227,2017-02-16,16,27.7,55.4,Cloudy
228,2017-02-17,17,27.7,55.4,Cloudy
229,2017-02-18,18,27.7,55.4,Sunny
230,2017-02-19,19,27.7,55.4,Sunny
231,2017-02-20,20,27.7,55.4,Sunny
232,2017-02-21,21,27.7,55.4,Sunny
233,2017-02-22,22,27.7,55.4,Cloudy
234,2017-02-23,23,27.7,55.4,Cloudy
235,2017-02-24,24,27.7,55.4,Rain
236,2017-02-25,25,27.7,55.4,Cloudy
237,2017-02-26,26,27.7,55.4,Cloudy
238,2017-02-27,27,27.7,55.4,Cloudy
239,2017-02-28,28,27.7,55.4,Sunny
240,2017-03-01,1,27.7,55.4,Rain
241,2017-03-02,2,27.7,55.4,Cloudy
242,2017-03-03,3,27.7,55.4,Cloudy
243,2017-03-04,4,27.7,55.4,Cloudy
244,2017-03-05,5,27.7,55.4,Rain
245,2017-03-06,6,27.7,55.4,Cloudy
246,2017-03-07,7,27.7,55.4,Sunny
247,2017-03-08,8,27.7,55.4,Cloudy
248,2017-03-09,9,27.7,55.4,Cloudy
249,2017-03-10,10,27.7,55.4,Cloudy
250,2017-03-11,11,27.7,55.4,Rain
251,2017-03-12,12,27.7,55.4,Sunny
252,2017-03-13,13,27.7,55.4,Sunny
253,2017-03-14,14,27.7,55.4,Rain
254,2017-03-15,15,27.7,55.4,Rain
255,2017-03-16,16,27.7,55.4,Cloudy
256,2017-03-17,17,27.7,55.4,Rain
257,2017-03-18,18,27.7,55.4,Cloudy
258,2017-03-19,19,27.7,55.4,Sunny
259,2017-03-20,20,27.7,55.4,Rain
260,2017-03-21,21,27.7,55.4,Cloudy
261,2017-03-22,22,27.7,55.4,Rain
262,2017-03-23,23,27.7,55.4,Cloudy
263,2017-03-24,24,27.7,55.4,Sunny
264,2017-03-25,25,27.7,55.4,Sunny
265,2017-03-26,26,27.7,55.4,Rain
266,2017-03-27,27,27.7,55.4,Rain
267,2017-03-28,28,27.7,55.4,Cloudy
268,2017-03-29,29,27.7,55.4,Rain
269,2017-03-30,30,27.7,55.4,Sunny
270,2017-03-31,31,27.7,55.4,Cloudy
271,2018-01-01,1,27.8,55.6,Rain
272,2018-01-02,2,27.8,55.6,Sunny
273,2018-01-03,3,27.8,55.6,Cloudy
274,2018-01-04,4,27.8,55.6,Rain
275,2018-01-05,5,27.8,55.6,Sunny
276,2018-01-06,6,27.8,55.6,Cloudy
277,2018-01-07,7,27.8,55.6,Cloudy
278,2018-01-08,8,27.8,55.6,Sunny
279,2018-01-09,9,27.8,55.6,Cloudy
280,2018-01-10,10,27.8,55.6,Rain
281,2018-01-11,11,27.8,55.6,Cloudy
282,2018-01-12,12,27.8,55.6,Sunny
283,2018-01-13,13,27.8,55.6,Rain
284,2018-01-14,14,27.8,55.6,Sunny
285,2018-01-15,15,27.8,55.6,Cloudy
286,2018-01-16,16,27.8,55.6,Cloudy
287,2018-01-17,17,27.8,55.6,Sunny
288,2018-01-18,18,27.8,55.6,Rain
289,2018-01-19,19,27.8,55.6,Rain
290,2018-01-20,20,27.8,55.6,Rain
291,2018-01-21,21,27.8,55.6,Rain
292,2018-01-22,22,27.8,55.6,Rain
293,2018-01-23,23,27.8,55.6,Sunny
294,2018-01-24,24,27.8,55.6,Sunny
295,2018-01-25,25,27.8,55.6,Rain
296,2018-01-26,26,27.8,55.6,Sunny
297,2018-01-27,27,27.8,55.6,Sunny
298,2018-01-28,28,27.8,55.6,Sunny
299,2018-01-29,29,27.8,55.6,Rain
300,2018-01-30,30,27.8,55.6,Rain
301,2018-01-31,31,27.8,55.6,Cloudy
302,2018-02-01,1,27.6,55.2,Rain
303,2018-02-02,2,27.6,55.2,Cloudy
304,2018-02-03,3,27.6,55.2,Sunny
305,2018-02-04,4,27.6,55.2,Sunny
306,2018-02-05,5,27.6,55.2,Sunny
307,2018-02-06,6,27.6,55.2,Cloudy
308,2018-02-07,7,27.6,55.2,Sunny
309,2018-02-08,8,27.6,55.2,Cloudy
310,2018-02-09,9,27.6,55.2,Sunny
311,2018-02-10,10,27.6,55.2,Sunny
312,2018-02-11,11,27.6,55.2,Rain
313,2018-02-12,12,27.6,55.2,Sunny
314,2018-02-13,13,27.6,55.2,Rain
315,2018-02-14,14,27.6,55.2,Cloudy
316,2018-02-15,15,27.6,55.2,Sunny
317,2018-02-16,16,27.6,55.2,Sunny
318,2018-02-17,17,27.6,55.2,Cloudy
319,2018-02-18,18,27.6,55.2,Sunny
320,2018-02-19,19,27.6,55.2,Cloudy
321,2018-02-20,20,27.6,55.2,Rain
322,2018-02-21,21,27.6,55.2,Rain
323,2018-02-22,22,27.6,55.2,Rain
324,2018-02-23,23,27.6,55.2,Sunny
325,2018-02-24,24,27.6,55.2,Sunny
326,2018-02-25,25,27.6,55.2,Cloudy
327,2018-02-26,26,27.6,55.2,Cloudy
328,2018-02-27,27,27.6,55.2,Rain
329,2018-02-28,28,27.6,55.2,Cloudy
330,2018-03-01,1,27.5,55.0,Rain
331,2018-03-02,2,27.5,55.0,Cloudy
332,2018-03-03,3,27.5,55.0,Rain
333,2018-03-04,4,27.5,55.0,Cloudy
334,2018-03-05,5,27.5,55.0,Rain
335,2018-03-06,6,27.5,55.0,Cloudy
336,2018-03-07,7,27.5,55.0,Rain
337,2018-03-08,8,27.5,55.0,Sunny
338,2018-03-09,9,27.5,55.0,Rain
339,2018-03-10,10,27.5,55.0,Sunny
340,2018-03-11,11,27.5,55.0,Rain
341,2018-03-12,12,27.5,55.0,Sunny
342,2018-03-13,13,27.5,55.0,Cloudy
343,2018-03-14,14,27.5,55.0,Cloudy
344,2018-03-15,15,27.5,55.0,Sunny
345,2018-03-16,16,27.5,55.0,Sunny
346,2018-03-17,17,27.5,55.0,Rain
347,2018-03-18,18,27.5,55.0,Rain
348,2018-03-19,19,27.5,55.0,Cloudy
349,2018-03-20,20,27.5,55.0,Rain
350,2018-03-21,21,27.5,55.0,Rain
351,2018-03-22,22,27.5,55.0,Rain
352,2018-03-23,23,27.5,55.0,Sunny
353,2018-03-24,24,27.5,55.0,Cloudy
354,2018-03-25,25,27.5,55.0,Rain
355,2018-03-26,26,27.5,55.0,Cloudy
356,2018-03-27,27,27.5,55.0,Cloudy
357,2018-03-28,28,27.5,55.0,Cloudy
358,2018-03-29,29,27.5,55.0,Rain
359,2018-03-30,30,27.5,55.0,Cloudy
360,2018-03-31,31,27.5,55.0,Rain
361,2019-01-01,1,27.8,55.6,Cloudy
362,2019-01-02,2,27.8,55.6,Cloudy
363,2019-01-03,3,27.8,55.6,Rain
364,2019-01-04,4,27.8,55.6,Rain
365,2019-01-05,5,27.8,55.6,Sunny
366,2019-01-06,6,27.8,55.6,Rain
367,2019-01-07,7,27.8,55.6,Rain
368,2019-01-08,8,27.8,55.6,Rain
369,2019-01-09,9,27.8,55.6,Sunny
370,2019-01-10,10,27.8,55.6,Rain
371,2019-01-11,11,27.8,55.6,Sunny
372,2019-01-12,12,27.8,55.6,Rain
373,2019-01-13,13,27.8,55.6,Rain
374,2019-01-14,14,27.8,55.6,Cloudy
375,2019-01-15,15,27.8,55.6,Sunny
376,2019-01-16,16,27.8,55.6,Sunny
377,2019-01-17,17,27.8,55.6,Cloudy
378,2019-01-18,18,27.8,55.6,Rain
379,2019-01-19,19,27.8,55.6,Sunny
380,2019-01-20,20,27.8,55.6,Rain
381,2019-01-21,21,27.8,55.6,Cloudy
382,2019-01-22,22,27.8,55.6,Cloudy
383,2019-01-23,23,27.8,55.6,Sunny
384,2019-01-24,24,27.8,55.6,Rain
385,2019-01-25,25,27.8,55.6,Cloudy
386,2019-01-26,26,27.8,55.6,Rain
387,2019-01-27,27,27.8,55.6,Sunny
388,2019-01-28,28,27.8,55.6,Rain
389,2019-01-29,29,27.8,55.6,Cloudy
390,2019-01-30,30,27.8,55.6,Sunny
391,2019-01-31,31,27.8,55.6,Cloudy
392,2019-02-01,1,28.3,56.6,Cloudy
393,2019-02-02,2,28.3,56.6,Sunny
394,2019-02-03,3,28.3,56.6,Cloudy
395,2019-02-04,4,28.3,56.6,Rain
396,2019-02-05,5,28.3,56.6,Sunny
397,2019-02-06,6,28.3,56.6,Rain
398,2019-02-07,7,28.3,56.6,Sunny
399,2019-02-08,8,28.3,56.6,Sunny
400,2019-02-09,9,28.3,56.6,Sunny
401,2019-02-10,10,28.3,56.6,Rain
402,2019-02-11,11,28.3,56.6,Rain
403,2019-02-12,12,28.3,56.6,Rain
404,2019-02-13,13,28.3,56.6,Cloudy
405,2019-02-14,14,28.3,56.6,Sunny
406,2019-02-15,15,28.3,56.6,Cloudy
407,2019-02-16,16,28.3,56.6,Cloudy
408,2019-02-17,17,28.3,56.6,Sunny
409,2019-02-18,18,28.3,56.6,Cloudy
410,2019-02-19,19,28.3,56.6,Cloudy
411,2019-02-20,20,28.3,56.6,Rain
412,2019-02-21,21,28.3,56.6,Sunny
413,2019-02-22,22,28.3,56.6,Cloudy
414,2019-02-23,23,28.3,56.6,Cloudy
415,2019-02-24,24,28.3,56.6,Rain
416,2019-02-25,25,28.3,56.6,Sunny
417,2019-02-26,26,28.3,56.6,Cloudy
418,2019-02-27,27,28.3,56.6,Cloudy
419,2019-02-28,28,28.3,56.6,Rain
420,2019-03-01,1,27.8,55.6,Cloudy
421,2019-03-02,2,27.8,55.6,Rain
422,2019-03-03,3,27.8,55.6,Cloudy
423,2019-03-04,4,27.8,55.6,Cloudy
424,2019-03-05,5,27.8,55.6,Cloudy
425,2019-03-06,6,27.8,55.6,Cloudy
426,2019-03-07,7,27.8,55.6,Sunny
427,2019-03-08,8,27.8,55.6,Cloudy
428,2019-03-09,9,27.8,55.6,Rain
429,2019-03-10,10,27.8,55.6,Cloudy
430,2019-03-11,11,27.8,55.6,Sunny
431,2019-03-12,12,27.8,55.6,Rain
432,2019-03-13,13,27.8,55.6,Cloudy
433,2019-03-14,14,27.8,55.6,Rain
434,2019-03-15,15,27.8,55.6,Sunny
435,2019-03-16,16,27.8,55.6,Rain
436,2019-03-17,17,27.8,55.6,Rain
437,2019-03-18,18,27.8,55.6,Sunny
438,2019-03-19,19,27.8,55.6,Sunny
439,2019-03-20,20,27.8,55.6,Rain
440,2019-03-21,21,27.8,55.6,Cloudy
441,2019-03-22,22,27.8,55.6,Cloudy
442,2019-03-23,23,27.8,55.6,Rain
443,2019-03-24,24,27.8,55.6,Sunny
444,2019-03-25,25,27.8,55.6,Rain
445,2019-03-26,26,27.8,55.6,Sunny
446,2019-03-27,27,27.8,55.6,Sunny
447,2019-03-28,28,27.8,55.6,Cloudy
448,2019-03-29,29,27.8,55.6,Cloudy
449,2019-03-30,30,27.8,55.6,Cloudy
450,2019-03-31,31,27.8,55.6,Cloudy
451,2020-01-01,1,27.8,55.6,Cloudy
452,2020-01-02,2,27.8,55.6,Cloudy
453,2020-01-03,3,27.8,55.6,Sunny
454,2020-01-04,4,27.8,55.6,Rain
455,2020-01-05,5,27.8,55.6,Rain
456,2020-01-06,6,27.8,55.6,Rain
457,2020-01-07,7,27.8,55.6,Rain
458,2020-01-08,8,27.8,55.6,Cloudy
459,2020-01-09,9,27.8,55.6,Rain
460,2020-01-10,10,27.8,55.6,Cloudy
461,2020-01-11,11,27.8,55.6,Cloudy
462,2020-01-12,12,27.8,55.6,Cloudy
463,2020-01-13,13,27.8,55.6,Cloudy
464,2020-01-14,14,27.8,55.6,Cloudy
465,2020-01-15,15,27.8,55.6,Rain
466,2020-01-16,16,27.8,55.6,Cloudy
467,2020-01-17,17,27.8,55.6,Cloudy
468,2020-01-18,18,27.8,55.6,Rain
469,2020-01-19,19,27.8,55.6,Rain
470,2020-01-20,20,27.8,55.6,Rain
471,2020-01-21,21,27.8,55.6,Rain
472,2020-01-22,22,27.8,55.6,Rain
473,2020-01-23,23,27.8,55.6,Sunny
474,2020-01-24,24,27.8,55.6,Cloudy
475,2020-01-25,25,27.8,55.6,Sunny
476,2020-01-26,26,27.8,55.6,Rain
477,2020-01-27,27,27.8,55.6,Rain
478,2020-01-28,28,27.8,55.6,Rain
479,2020-01-29,29,27.8,55.6,Sunny
480,2020-01-30,30,27.8,55.6,Cloudy
481,2020-01-31,31,27.8,55.6,Rain
482,2020-02-01,1,27.2,54.4,Rain
483,2020-02-02,2,27.2,54.4,Rain
484,2020-02-03,3,27.2,54.4,Cloudy
485,2020-02-04,4,27.2,54.4,Rain
486,2020-02-05,5,27.2,54.4,Rain
487,2020-02-06,6,27.2,54.4,Cloudy
488,2020-02-07,7,27.2,54.4,Rain
489,2020-02-08,8,27.2,54.4,Sunny
490,2020-02-09,9,27.2,54.4,Rain
491,2020-02-10,10,27.2,54.4,Rain
492,2020-02-11,11,27.2,54.4,Cloudy
493,2020-02-12,12,27.2,54.4,Rain
494,2020-02-13,13,27.2,54.4,Sunny
495,2020-02-14,14,27.2,54.4,Cloudy
496,2020-02-15,15,27.2,54.4,Sunny
497,2020-02-16,16,27.2,54.4,Sunny
498,2020-02-17,17,27.2,54.4,Rain
499,2020-02-18,18,27.2,54.4,Cloudy
500,2020-02-19,19,27.2,54.4,Cloudy
501,2020-02-20,20,27.2,54.4,Sunny
502,2020-02-21,21,27.2,54.4,Cloudy
503,2020-02-22,22,27.2,54.4,Cloudy
504,2020-02-23,23,27.2,54.4,Rain
505,2020-02-24,24,27.2,54.4,Rain
506,2020-02-25,25,27.2,54.4,Sunny
507,2020-02-26,26,27.2,54.4,Cloudy
508,2020-02-27,27,27.2,54.4,Sunny
509,2020-02-28,28,27.2,54.4,Cloudy
510,2020-02-29,29,27.2,54.4,Cloudy
511,2020-03-01,1,27.2,54.4,Sunny
512,2020-03-02,2,27.2,54.4,Rain
513,2020-03-03,3,27.2,54.4,Rain
514,2020-03-04,4,27.2,54.4,Cloudy
515,2020-03-05,5,27.2,54.4,Cloudy
516,2020-03-06,6,27.2,54.4,Sunny
517,2020-03-07,7,27.2,54.4,Sunny
518,2020-03-08,8,27.2,54.4,Cloudy
519,2020-03-09,9,27.2,54.4,Sunny
520,2020-03-10,10,27.2,54.4,Sunny
521,2020-03-11,11,27.2,54.4,Cloudy
522,2020-03-12,12,27.2,54.4,Sunny
523,2020-03-13,13,27.2,54.4,Cloudy
524,2020-03-14,14,27.2,54.4,Sunny
525,2020-03-15,15,27.2,54.4,Rain
526,2020-03-16,16,27.2,54.4,Sunny
527,2020-03-17,17,27.2,54.4,Sunny
528,2020-03-18,18,27.2,54.4,Sunny
529,2020-03-19,19,27.2,54.4,Cloudy
530,2020-03-20,20,27.2,54.4,Rain
531,2020-03-21,21,27.2,54.4,Rain
532,2020-03-22,22,27.2,54.4,Sunny
533,2020-03-23,23,27.2,54.4,Cloudy
534,2020-03-24,24,27.2,54.4,Sunny
535,2020-03-25,25,27.2,54.4,Rain
536,2020-03-26,26,27.2,54.4,Rain
537,2020-03-27,27,27.2,54.4,Cloudy
538,2020-03-28,28,27.2,54.4,Sunny
539,2020-03-29,29,27.2,54.4,Cloudy
540,2020-03-30,30,27.2,54.4,Cloudy
541,2020-03-31,31,27.2,54.4,Rain
542,2021-01-01,1,27.9,55.8,Rain
543,2021-01-02,2,27.9,55.8,Sunny
544,2021-01-03,3,27.9,55.8,Cloudy
545,2021-01-04,4,27.9,55.8,Rain
546,2021-01-05,5,27.9,55.8,Sunny
547,2021-01-06,6,27.9,55.8,Sunny
548,2021-01-07,7,27.9,55.8,Sunny
549,2021-01-08,8,27.9,55.8,Rain
550,2021-01-09,9,27.9,55.8,Cloudy
551,2021-01-10,10,27.9,55.8,Cloudy
552,2021-01-11,11,27.9,55.8,Sunny
553,2021-01-12,12,27.9,55.8,Cloudy
554,2021-01-13,13,27.9,55.8,Sunny
555,2021-01-14,14,27.9,55.8,Sunny
556,2021-01-15,15,27.9,55.8,Cloudy
557,2021-01-16,16,27.9,55.8,Rain
558,2021-01-17,17,27.9,55.8,Sunny
559,2021-01-18,18,27.9,55.8,Sunny
560,2021-01-19,19,27.9,55.8,Sunny
561,2021-01-20,20,27.9,55.8,Cloudy
562,2021-01-21,21,27.9,55.8,Cloudy
563,2021-01-22,22,27.9,55.8,Sunny
564,2021-01-23,23,27.9,55.8,Cloudy
565,2021-01-24,24,27.9,55.8,Cloudy
566,2021-01-25,25,27.9,55.8,Cloudy
567,2021-01-26,26,27.9,55.8,Rain
568,2021-01-27,27,27.9,55.8,Rain
569,2021-01-28,28,27.9,55.8,Rain
570,2021-01-29,29,27.9,55.8,Sunny
571,2021-01-30,30,27.9,55.8,Cloudy
572,2021-01-31,31,27.9,55.8,Cloudy
573,2021-02-01,1,27.3,54.6,Rain
574,2021-02-02,2,27.3,54.6,Cloudy
575,2021-02-03,3,27.3,54.6,Rain
576,2021-02-04,4,27.3,54.6,Cloudy
577,2021-02-05,5,27.3,54.6,Rain
578,2021-02-06,6,27.3,54.6,Sunny
579,2021-02-07,7,27.3,54.6,Sunny
580,2021-02-08,8,27.3,54.6,Sunny
