,Date,Day,Temp,Wind,Weather
71,2015-03-13,13,26.0,52.0,Rain
72,2015-03-14,14,26.0,52.0,Cloudy
73,2015-03-15,15,26.0,52.0,Rain
74,2015-03-16,16,26.0,52.0,Rain
75,2015-03-17,17,26.0,52.0,Rain
76,2015-03-18,18,26.0,52.0,Cloudy
77,2015-03-19,19,26.0,52.0,Rain
78,2015-03-20,20,26.0,52.0,Cloudy
79,2015-03-21,21,26.0,52.0,Cloudy
80,2015-03-22,22,26.0,52.0,Rain
81,2015-03-23,23,26.0,52.0,Sunny
82,2015-03-24,24,26.0,52.0,Sunny
83,2015-03-25,25,26.0,52.0,Sunny
84,2015-03-26,26,26.0,52.0,Cloudy
85,2015-03-27,27,26.0,52.0,Rain
86,2015-03-28,28,26.0,52.0,Rain
87,2015-03-29,29,26.0,52.0,Cloudy
88,2015-03-30,30,26.0,52.0,Rain
89,2015-03-31,31,26.0,52.0,Cloudy
90,2016-01-01,1,26.6,53.2,Sunny
91,2016-01-02,2,26.6,53.2,Cloudy
92,2016-01-03,3,26.6,53.2,Rain
93,2016-01-04,4,26.6,53.2,Cloudy
94,2016-01-05,5,26.6,53.2,Rain
95,2016-01-06,6,26.6,53.2,Cloudy
96,2016-01-07,7,26.6,53.2,Rain
97,2016-01-08,8,26.6,53.2,Sunny
98,2016-01-09,9,26.6,53.2,Sunny
99,2016-01-10,10,26.6,53.2,Cloudy
100,2016-01-11,11,26.6,53.2,Sunny
101,2016-01-12,12,26.6,53.2,Sunny
102,2016-01-13,13,26.6,53.2,Rain
103,2016-01-14,14,26.6,53.2,Rain
104,2016-01-15,15,26.6,53.2,Sunny
105,2016-01-16,16,26.6,53.2,Rain
106,2016-01-17,17,26.6,53.2,Rain
107,2016-01-18,18,26.6,53.2,Rain
108,2016-01-19,19,26.6,53.2,Cloudy
109,2016-01-20,20,26.6,53.2,Cloudy
110,2016-01-21,21,26.6,53.2,Rain
111,2016-01-22,22,26.6,53.2,Rain
112,2016-01-23,23,26.6,53.2,Cloudy
113,2016-01-24,24,26.6,53.2,Cloudy
114,2016-01-25,25,26.6,53.2,Cloudy
115,2016-01-26,26,26.6,53.2,Cloudy
116,2016-01-27,27,26.6,53.2,Cloudy
117,2016-01-28,28,26.6,53.2,Cloudy
118,2016-01-29,29,26.6,53.2,Cloudy
119,2016-01-30,30,26.6,53.2,Sunny
120,2016-01-31,31,26.6,53.2,Rain
121,2016-02-01,1,26.2,52.4,Sunny
122,2016-02-02,2,26.2,52.4,Rain
123,2016-02-03,3,26.2,52.4,Sunny
124,2016-02-04,4,26.2,52.4,Cloudy
125,2016-02-05,5,26.2,52.4,Sunny
126,2016-02-06,6,26.2,52.4,Cloudy
127,2016-02-07,7,26.2,52.4,Cloudy
128,2016-02-08,8,26.2,52.4,Sunny
129,2016-02-09,9,26.2,52.4,Sunny
130,2016-02-10,10,26.2,52.4,Cloudy
131,2016-02-11,11,26.2,52.4,Sunny
132,2016-02-12,12,26.2,52.4,Cloudy
133,2016-02-13,13,26.2,52.4,Cloudy
134,2016-02-14,14,26.2,52.4,Rain
135,2016-02-15,15,26.2,52.4,Rain
136,2016-02-16,16,26.2,52.4,Cloudy
137,2016-02-17,17,26.2,52.4,Rain
138,2016-02-18,18,26.2,52.4,Cloudy
139,2016-02-19,19,26.2,52.4,Cloudy
140,2016-02-20,20,26.2,52.4,Rain
141,2016-02-21,21,26.2,52.4,Sunny
142,2016-02-22,22,26.2,52.4,Cloudy
143,2016-02-23,23,26.2,52.4,Cloudy
144,2016-02-24,24,26.2,52.4,Sunny
145,2016-02-25,25,26.2,52.4,Rain
146,2016-02-26,26,26.2,52.4,Rain
147,2016-02-27,27,26.2,52.4,Rain
148,2016-02-28,28,26.2,52.4,Cloudy
149,2016-02-29,29,26.2,52.4,Sunny
150,2016-03-01,1,26.0,52.0,Sunny
151,2016-03-02,2,26.0,52.0,Sunny
152,2016-03-03,3,26.0,52.0,Sunny
153,2016-03-04,4,26.0,52.0,Sunny
154,2016-03-05,5,26.0,52.0,Rain
155,2016-03-06,6,26.0,52.0,Rain
156,2016-03-07,7,26.0,52.0,Cloudy
157,2016-03-08,8,26.0,52.0,Rain
158,2016-03-09,9,26.0,52.0,Sunny
159,2016-03-10,10,26.0,52.0,Sunny
160,2016-03-11,11,26.0,52.0,Rain
161,2016-03-12,12,26.0,52.0,Sunny
162,2016-03-13,13,26.0,52.0,Cloudy
163,2016-03-14,14,26.0,52.0,Sunny
164,2016-03-15,15,26.0,52.0,Cloudy
165,2016-03-16,16,26.0,52.0,Cloudy
166,2016-03-17,17,26.0,52.0,Cloudy
167,2016-03-18,18,26.0,52.0,Sunny
168,2016-03-19,19,26.0,52.0,Sunny
169,2016-03-20,20,26.0,52.0,Sunny
170,2016-03-21,21,26.0,52.0,Cloudy
171,2016-03-22,22,26.0,52.0,Sunny
172,2016-03-23,23,26.0,52.0,Cloudy
173,2016-03-24,24,26.0,52.0,Sunny
174,2016-03-25,25,26.0,52.0,Cloudy
175,2016-03-26,26,26.0,52.0,Rain
176,2016-03-27,27,26.0,52.0,Cloudy
177,2016-03-28,28,26.0,52.0,Sunny
178,2016-03-29,29,26.0,52.0,Cloudy
179,2016-03-30,30,26.0,52.0,Cloudy
180,2016-03-31,31,26.0,52.0,Rain
181,2017-01-01,1,27.2,54.4,Rain
182,2017-01-02,2,27.2,54.4,Rain
183,2017-01-03,3,27.2,54.4,Rain
184,2017-01-04,4,27.2,54.4,Cloudy
185,2017-01-05,5,27.2,54.4,Sunny
186,2017-01-06,6,27.2,54.4,Sunny
187,2017-01-07,7,27.2,54.4,Rain
188,2017-01-08,8,27.2,54.4,Rain
189,2017-01-09,9,27.2,54.4,Cloudy
190,2017-01-10,10,27.2,54.4,Cloudy
191,2017-01-11,11,27.2,54.4,Sunny
192,2017-01-12,12,27.2,54.4,Cloudy
193,2017-01-13,13,27.2,54.4,Sunny
194,2017-01-14,14,27.2,54.4,Sunny
195,2017-01-15,15,27.2,54.4,Cloudy
196,2017-01-16,16,27.2,54.4,Sunny
197,2017-01-17,17,27.2,54.4,Rain
198,2017-01-18,18,27.2,54.4,Rain
199,2017-01-19,19,27.2,54.4,Rain
200,2017-01-20,20,27.2,54.4,Sunny
201,2017-01-21,21,27.2,54.4,Cloudy
202,2017-01-22,22,27.2,54.4,Cloudy
203,2017-01-23,23,27.2,54.4,Rain
204,2017-01-24,24,27.2,54.4,Sunny
205,2017-01-25,25,27.2,54.4,Sunny
206,2017-01-26,26,27.2,54.4,Sunny
207,2017-01-27,27,27.2,54.4,Cloudy
208,2017-01-28,28,27.2,54.4,Cloudy
209,2017-01-29,29,27.2,54.4,Cloudy
210,2017-01-30,30,27.2,54.4,Rain
211,2017-01-31,31,27.2,54.4,Cloudy
212,2017-02-01,1,27.0,54.0,Cloudy
213,2017-02-02,2,27.0,54.0,Rain
214,2017-02-03,3,27.0,54.0,Sunny
215,2017-02-04,4,27.0,54.0,Cloudy
216,2017-02-05,5,27.0,54.0,Rain
217,2017-02-06,6,27.0,54.0,Sunny
218,2017-02-07,7,27.0,54.0,Rain
219,2017-02-08,8,27.0,54.0,Sunny
220,2017-02-09,9,27.0,54.0,Cloudy
221,2017-02-10,10,27.0,54.0,Sunny
222,2017-02-11,11,27.0,54.0,Rain
223,2017-02-12,12,27.0,54.0,Sunny
224,2017-02-13,13,27.0,54.0,Cloudy
225,2017-02-14,14,27.0,54.0,Cloudy
226,2017-02-15,15,27.0,54.0,Rain
227,2017-02-16,16,27.0,54.0,Sunny
228,2017-02-17,17,27.0,54.0,Rain
229,2017-02-18,18,27.0,54.0,Rain
230,2017-02-19,19,27.0,54.0,Sunny
231,2017-02-20,20,27.0,54.0,Rain
232,2017-02-21,21,27.0,54.0,Cloudy
233,2017-02-22,22,27.0,54.0,Sunny
234,2017-02-23,23,27.0,54.0,Sunny
235,2017-02-24,24,27.0,54.0,Sunny
236,2017-02-25,25,27.0,54.0,Sunny
237,2017-02-26,26,27.0,54.0,Cloudy
238,2017-02-27,27,27.0,54.0,Sunny
239,2017-02-28,28,27.0,54.0,Sunny
240,2017-03-01,1,26.1,52.2,Rain
241,2017-03-02,2,26.1,52.2,Cloudy
242,2017-03-03,3,26.1,52.2,Cloudy
243,2017-03-04,4,26.1,52.2,Sunny
244,2017-03-05,5,26.1,52.2,Rain
245,2017-03-06,6,26.1,52.2,Sunny
246,2017-03-07,7,26.1,52.2,Rain
247,2017-03-08,8,26.1,52.2,Cloudy
248,2017-03-09,9,26.1,52.2,Cloudy
249,2017-03-10,10,26.1,52.2,Sunny
250,2017-03-11,11,26.1,52.2,Cloudy
251,2017-03-12,12,26.1,52.2,Sunny
252,2017-03-13,13,26.1,52.2,Rain
253,2017-03-14,14,26.1,52.2,Sunny
254,2017-03-15,15,26.1,52.2,Sunny
255,2017-03-16,16,26.1,52.2,Rain
256,2017-03-17,17,26.1,52.2,Cloudy
257,2017-03-18,18,26.1,52.2,Rain
258,2017-03-19,19,26.1,52.2,Cloudy
259,2017-03-20,20,26.1,52.2,Rain
260,2017-03-21,21,26.1,52.2,Rain
261,2017-03-22,22,26.1,52.2,Cloudy
262,2017-03-23,23,26.1,52.2,Sunny
263,2017-03-24,24,26.1,52.2,Sunny
264,2017-03-25,25,26.1,52.2,Cloudy
265,2017-03-26,26,26.1,52.2,Rain
266,2017-03-27,27,26.1,52.2,Sunny
267,2017-03-28,28,26.1,52.2,Rain
268,2017-03-29,29,26.1,52.2,Rain
269,2017-03-30,30,26.1,52.2,Cloudy
270,2017-03-31,31,26.1,52.2,Cloudy
271,2018-01-01,1,27.8,55.6,Rain
272,2018-01-02,2,27.8,55.6,Cloudy
273,2018-01-03,3,27.8,55.6,Rain
274,2018-01-04,4,27.8,55.6,Sunny
275,2018-01-05,5,27.8,55.6,Rain
276,2018-01-06,6,27.8,55.6,Cloudy
277,2018-01-07,7,27.8,55.6,Sunny
278,2018-01-08,8,27.8,55.6,Rain
279,2018-01-09,9,27.8,55.6,Rain
280,2018-01-10,10,27.8,55.6,Rain
281,2018-01-11,11,27.8,55.6,Cloudy
282,2018-01-12,12,27.8,55.6,Rain
283,2018-01-13,13,27.8,55.6,Cloudy
284,2018-01-14,14,27.8,55.6,Sunny
285,2018-01-15,15,27.8,55.6,Sunny
286,2018-01-16,16,27.8,55.6,Sunny
287,2018-01-17,17,27.8,55.6,Rain
288,2018-01-18,18,27.8,55.6,Cloudy
289,2018-01-19,19,27.8,55.6,Rain
290,2018-01-20,20,27.8,55.6,Rain
291,2018-01-21,21,27.8,55.6,Sunny
292,2018-01-22,22,27.8,55.6,Cloudy
293,2018-01-23,23,27.8,55.6,Cloudy
294,2018-01-24,24,27.8,55.6,Rain
295,2018-01-25,25,27.8,55.6,Rain
296,2018-01-26,26,27.8,55.6,Rain
297,2018-01-27,27,27.8,55.6,Cloudy
298,2018-01-28,28,27.8,55.6,Sunny
299,2018-01-29,29,27.8,55.6,Rain
300,2018-01-30,30,27.8,55.6,Cloudy
301,2018-01-31,31,27.8,55.6,Cloudy
302,2018-02-01,1,26.9,53.8,Cloudy
303,2018-02-02,2,26.9,53.8,Sunny
304,2018-02-03,3,26.9,53.8,Rain
305,2018-02-04,4,26.9,53.8,Sunny
306,2018-02-05,5,26.9,53.8,Rain
307,2018-02-06,6,26.9,53.8,Sunny
308,2018-02-07,7,26.9,53.8,Cloudy
309,2018-02-08,8,26.9,53.8,Rain
310,2018-02-09,9,26.9,53.8,Sunny
311,2018-02-10,10,26.9,53.8,Cloudy
312,2018-02-11,11,26.9,53.8,Cloudy
313,2018-02-12,12,26.9,53.8,Sunny
314,2018-02-13,13,26.9,53.8,Cloudy
315,2018-02-14,14,26.9,53.8,Cloudy
316,2018-02-15,15,26.9,53.8,Cloudy
317,2018-02-16,16,26.9,53.8,Sunny
318,2018-02-17,17,26.9,53.8,Sunny
319,2018-02-18,18,26.9,53.8,Sunny
320,2018-02-19,19,26.9,53.8,Sunny
321,2018-02-20,20,26.9,53.8,Rain
322,2018-02-21,21,26.9,53.8,Cloudy
323,2018-02-22,22,26.9,53.8,Sunny
324,2018-02-23,23,26.9,53.8,Rain
325,2018-02-24,24,26.9,53.8,Sunny
326,2018-02-25,25,26.9,53.8,Rain
327,2018-02-26,26,26.9,53.8,Rain
328,2018-02-27,27,26.9,53.8,Rain
329,2018-02-28,28,26.9,53.8,Cloudy
330,2018-03-01,1,27.2,54.4,Rain
331,2018-03-02,2,27.2,54.4,Sunny
332,2018-03-03,3,27.2,54.4,Cloudy
333,2018-03-04,4,27.2,54.4,Rain
334,2018-03-05,5,27.2,54.4,Rain
335,2018-03-06,6,27.2,54.4,Cloudy
336,2018-03-07,7,27.2,54.4,Rain
337,2018-03-08,8,27.2,54.4,Rain
338,2018-03-09,9,27.2,54.4,Rain
339,2018-03-10,10,27.2,54.4,Sunny
340,2018-03-11,11,27.2,54.4,Cloudy
341,2018-03-12,12,27.2,54.4,Rain
342,2018-03-13,13,27.2,54.4,Cloudy
343,2018-03-14,14,27.2,54.4,Rain
344,2018-03-15,15,27.2,54.4,Sunny
345,2018-03-16,16,27.2,54.4,Sunny
346,2018-03-17,17,27.2,54.4,Sunny
347,2018-03-18,18,27.2,54.4,Cloudy
348,2018-03-19,19,27.2,54.4,Rain
349,2018-03-20,20,27.2,54.4,Cloudy
350,2018-03-21,21,27.2,54.4,Cloudy
351,2018-03-22,22,27.2,54.4,Cloudy
352,2018-03-23,23,27.2,54.4,Rain
353,2018-03-24,24,27.2,54.4,Sunny
354,2018-03-25,25,27.2,54.4,Sunny
355,2018-03-26,26,27.2,54.4,Sunny
356,2018-03-27,27,27.2,54.4,Rain
357,2018-03-28,28,27.2,54.4,Rain
358,2018-03-29,29,27.2,54.4,Sunny
359,2018-03-30,30,27.2,54.4,Rain
360,2018-03-31,31,27.2,54.4,Sunny
361,2019-01-01,1,26.8,53.6,Rain
362,2019-01-02,2,26.8,53.6,Cloudy
363,2019-01-03,3,26.8,53.6,Sunny
364,2019-01-04,4,26.8,53.6,Cloudy
365,2019-01-05,5,26.8,53.6,Rain
366,2019-01-06,6,26.8,53.6,Rain
367,2019-01-07,7,26.8,53.6,Sunny
368,2019-01-08,8,26.8,53.6,Rain
369,2019-01-09,9,26.8,53.6,Sunny
370,2019-01-10,10,26.8,53.6,Rain
371,2019-01-11,11,26.8,53.6,Cloudy
372,2019-01-12,12,26.8,53.6,Rain
373,2019-01-13,13,26.8,53.6,Sunny
374,2019-01-14,14,26.8,53.6,Rain
375,2019-01-15,15,26.8,53.6,Rain
376,2019-01-16,16,26.8,53.6,Cloudy
377,2019-01-17,17,26.8,53.6,Rain
378,2019-01-18,18,26.8,53.6,Cloudy
379,2019-01-19,19,26.8,53.6,Cloudy
380,2019-01-20,20,26.8,53.6,Cloudy
381,2019-01-21,21,26.8,53.6,Rain
382,2019-01-22,22,26.8,53.6,Cloudy
383,2019-01-23,23,26.8,53.6,Rain
384,2019-01-24,24,26.8,53.6,Sunny
385,2019-01-25,25,26.8,53.6,Sunny
386,2019-01-26,26,26.8,53.6,Sunny
387,2019-01-27,27,26.8,53.6,Cloudy
388,2019-01-28,28,26.8,53.6,Cloudy
389,2019-01-29,29,26.8,53.6,Sunny
390,2019-01-30,30,26.8,53.6,Cloudy
391,2019-01-31,31,26.8,53.6,Rain
392,2019-02-01,1,27.1,54.2,Cloudy
393,2019-02-02,2,27.1,54.2,Cloudy
394,2019-02-03,3,27.1,54.2,Sunny
395,2019-02-04,4,27.1,54.2,Cloudy
396,2019-02-05,5,27.1,54.2,Sunny
397,2019-02-06,6,27.1,54.2,Rain
398,2019-02-07,7,27.1,54.2,Rain
399,2019-02-08,8,27.1,54.2,Rain
400,2019-02-09,9,27.1,54.2,Cloudy
401,2019-02-10,10,27.1,54.2,Rain
402,2019-02-11,11,27.1,54.2,Sunny
403,2019-02-12,12,27.1,54.2,Rain
404,2019-02-13,13,27.1,54.2,Rain
405,2019-02-14,14,27.1,54.2,Cloudy
406,2019-02-15,15,27.1,54.2,Cloudy
407,2019-02-16,16,27.1,54.2,Cloudy
408,2019-02-17,17,27.1,54.2,Sunny
409,2019-02-18,18,27.1,54.2,Sunny
410,2019-02-19,19,27.1,54.2,Cloudy
411,2019-02-20,20,27.1,54.2,Cloudy
412,2019-02-21,21,27.1,54.2,Sunny
413,2019-02-22,22,27.1,54.2,Rain
414,2019-02-23,23,27.1,54.2,Cloudy
415,2019-02-24,24,27.1,54.2,Sunny
416,2019-02-25,25,27.1,54.2,Rain
417,2019-02-26,26,27.1,54.2,Rain
418,2019-02-27,27,27.1,54.2,Sunny
419,2019-02-28,28,27.1,54.2,Sunny
420,2019-03-01,1,27.3,54.6,Sunny
421,2019-03-02,2,27.3,54.6,Sunny
422,2019-03-03,3,27.3,54.6,Rain
423,2019-03-04,4,27.3,54.6,Rain
424,2019-03-05,5,27.3,54.6,Rain
425,2019-03-06,6,27.3,54.6,Rain
426,2019-03-07,7,27.3,54.6,Cloudy
427,2019-03-08,8,27.3,54.6,Rain
428,2019-03-09,9,27.3,54.6,Cloudy
429,2019-03-10,10,27.3,54.6,Rain
430,2019-03-11,11,27.3,54.6,Sunny
431,2019-03-12,12,27.3,54.6,Cloudy
432,2019-03-13,13,27.3,54.6,Sunny
433,2019-03-14,14,27.3,54.6,Rain
434,2019-03-15,15,27.3,54.6,Cloudy
435,2019-03-16,16,27.3,54.6,Cloudy
436,2019-03-17,17,27.3,54.6,Sunny
437,2019-03-18,18,27.3,54.6,Sunny
438,2019-03-19,19,27.3,54.6,Cloudy
439,2019-03-20,20,27.3,54.6,Sunny
440,2019-03-21,21,27.3,54.6,Sunny
441,2019-03-22,22,27.3,54.6,Cloudy
442,2019-03-23,23,27.3,54.6,Sunny
443,2019-03-24,24,27.3,54.6,Rain
444,2019-03-25,25,27.3,54.6,Cloudy
445,2019-03-26,26,27.3,54.6,Sunny
446,2019-03-27,27,27.3,54.6,Sunny
447,2019-03-28,28,27.3,54.6,Rain
448,2019-03-29,29,27.3,54.6,Rain
449,2019-03-30,30,27.3,54.6,Cloudy
450,2019-03-31,31,27.3,54.6,Rain
451,2020-01-01,1,27.8,55.6,Cloudy
452,2020-01-02,2,27.8,55.6,Cloudy
453,2020-01-03,3,27.8,55.6,Sunny
454,2020-01-04,4,27.8,55.6,Cloudy
455,2020-01-05,5,27.8,55.6,Cloudy
456,2020-01-06,6,27.8,55.6,Cloudy
457,2020-01-07,7,27.8,55.6,Sunny
458,2020-01-08,8,27.8,55.6,Cloudy
459,2020-01-09,9,27.8,55.6,Cloudy
460,2020-01-10,10,27.8,55.6,Sunny
461,2020-01-11,11,27.8,55.6,Sunny
462,2020-01-12,12,27.8,55.6,Rain
463,2020-01-13,13,27.8,55.6,Cloudy
464,2020-01-14,14,27.8,55.6,Rain
465,2020-01-15,15,27.8,55.6,Cloudy
466,2020-01-16,16,27.8,55.6,Cloudy
467,2020-01-17,17,27.8,55.6,Rain
468,2020-01-18,18,27.8,55.6,Cloudy
469,2020-01-19,19,27.8,55.6,Sunny
470,2020-01-20,20,27.8,55.6,Cloudy
471,2020-01-21,21,27.8,55.6,Sunny
472,2020-01-22,22,27.8,55.6,Rain
473,2020-01-23,23,27.8,55.6,Cloudy
474,2020-01-24,24,27.8,55.6,Cloudy
475,2020-01-25,25,27.8,55.6,Sunny
476,2020-01-26,26,27.8,55.6,Cloudy
477,2020-01-27,27,27.8,55.6,Sunny
478,2020-01-28,28,27.8,55.6,Rain
479,2020-01-29,29,27.8,55.6,Rain
480,2020-01-30,30,27.8,55.6,Cloudy
481,2020-01-31,31,27.8,55.6,Sunny
482,2020-02-01,1,27.0,54.0,Cloudy
483,2020-02-02,2,27.0,54.0,Sunny
484,2020-02-03,3,27.0,54.0,Rain
485,2020-02-04,4,27.0,54.0,Cloudy
486,2020-02-05,5,27.0,54.0,Rain
487,2020-02-06,6,27.0,54.0,Cloudy
488,2020-02-07,7,27.0,54.0,Cloudy
489,2020-02-08,8,27.0,54.0,Sunny
490,2020-02-09,9,27.0,54.0,Rain
491,2020-02-10,10,27.0,54.0,Cloudy
492,2020-02-11,11,27.0,54.0,Rain
493,2020-02-12,12,27.0,54.0,Rain
494,2020-02-13,13,27.0,54.0,Cloudy
495,2020-02-14,14,27.0,54.0,Rain
496,2020-02-15,15,27.0,54.0,Sunny
497,2020-02-16,16,27.0,54.0,Cloudy
498,2020-02-17,17,27.0,54.0,Rain
499,2020-02-18,18,27.0,54.0,Rain
500,2020-02-19,19,27.0,54.0,Sunny
501,2020-02-20,20,27.0,54.0,Sunny
502,2020-02-21,21,27.0,54.0,Sunny
503,2020-02-22,22,27.0,54.0,Cloudy
504,2020-02-23,23,27.0,54.0,Sunny
505,2020-02-24,24,27.0,54.0,Cloudy
506,2020-02-25,25,27.0,54.0,Cloudy
507,2020-02-26,26,27.0,54.0,Sunny
508,2020-02-27,27,27.0,54.0,Cloudy
509,2020-02-28,28,27.0,54.0,Rain
510,2020-02-29,29,27.0,54.0,Rain
511,2020-03-01,1,26.4,52.8,Sunny
512,2020-03-02,2,26.4,52.8,Rain
513,2020-03-03,3,26.4,52.8,Sunny
514,2020-03-04,4,26.4,52.8,Cloudy
515,2020-03-05,5,26.4,52.8,Sunny
516,2020-03-06,6,26.4,52.8,Sunny
517,2020-03-07,7,26.4,52.8,Rain
518,2020-03-08,8,26.4,52.8,Sunny
519,2020-03-09,9,26.4,52.8,Sunny
520,2020-03-10,10,26.4,52.8,Sunny
521,2020-03-11,11,26.4,52.8,Sunny
522,2020-03-12,12,26.4,52.8,Rain
523,2020-03-13,13,26.4,52.8,Cloudy
524,2020-03-14,14,26.4,52.8,Sunny
525,2020-03-15,15,26.4,52.8,Cloudy
526,2020-03-16,16,26.4,52.8,Sunny
527,2020-03-17,17,26.4,52.8,Rain
528,2020-03-18,18,26.4,52.8,Cloudy
529,2020-03-19,19,26.4,52.8,Sunny
530,2020-03-20,20,26.4,52.8,Sunny
531,2020-03-21,21,26.4,52.8,Sunny
532,2020-03-22,22,26.4,52.8,Sunny
533,2020-03-23,23,26.4,52.8,Sunny
534,2020-03-24,24,26.4,52.8,Sunny
535,2020-03-25,25,26.4,52.8,Rain
536,2020-03-26,26,26.4,52.8,Cloudy
537,2020-03-27,27,26.4,52.8,Rain
538,2020-03-28,28,26.4,52.8,Cloudy
539,2020-03-29,29,26.4,52.8,Rain
540,2020-03-30,30,26.4,52.8,Rain
541,2020-03-31,31,26.4,52.8,Sunny
542,2021-01-01,1,26.9,53.8,Cloudy
543,2021-01-02,2,26.9,53.8,Sunny
544,2021-01-03,3,26.9,53.8,Cloudy
545,2021-01-04,4,26.9,53.8,Rain
546,2021-01-05,5,26.9,53.8,Cloudy
547,2021-01-06,6,26.9,53.8,Rain
548,2021-01-07,7,26.9,53.8,Sunny
549,2021-01-08,8,26.9,53.8,Rain
550,2021-01-09,9,26.9,53.8,Rain
551,2021-01-10,10,26.9,53.8,Cloudy
552,2021-01-11,11,26.9,53.8,Cloudy
553,2021-01-12,12,26.9,53.8,Rain
554,2021-01-13,13,26.9,53.8,Rain
555,2021-01-14,14,26.9,53.8,Cloudy
556,2021-01-15,15,26.9,53.8,Sunny
557,2021-01-16,16,26.9,53.8,Rain
558,2021-01-17,17,26.9,53.8,Sunny
559,2021-01-18,18,26.9,53.8,Cloudy
560,2021-01-19,19,26.9,53.8,Rain
561,2021-01-20,20,26.9,53.8,Sunny
562,2021-01-21,21,26.9,53.8,Cloudy
563,2021-01-22,22,26.9,53.8,Sunny
564,2021-01-23,23,26.9,53.8,Sunny
565,2021-01-24,24,26.9,53.8,Cloudy
566,2021-01-25,25,26.9,53.8,Cloudy
567,2021-01-26,26,26.9,53.8,Rain
568,2021-01-27,27,26.9,53.8,Sunny
569,2021-01-28,28,26.9,53.8,Sunny
570,2021-01-29,29,26.9,53.8,Sunny
571,2021-01-30,30,26.9,53.8,Cloudy
572,2021-01-31,31,26.9,53.8,Sunny
573,2021-02-01,1,26.9,53.8,Cloudy
574,2021-02-02,2,26.9,53.8,Cloudy
575,2021-02-03,3,26.9,53.8,Cloudy
576,2021-02-04,4,26.9,53.8,Sunny
577,2021-02-05,5,26.9,53.8,Cloudy
578,2021-02-06,6,26.9,53.8,Cloudy
579,2021-02-07,7,26.9,53.8,Rain
580,2021-02-08,8,26.9,53.8,Rain
